film_id,vote_votants,vote_moyenne
44446,104,6.50
44448,97,6.60
44450,159,6.90
44453,113,6.80
44617,28,5.52
44706,427,6.30
44772,51,5.40
44826,7002,7.18
45134,13,5.50
45225,87,5.87
46443,95,6.20
46655,328,6.69
46878,155,4.92
46959,90,6.14
47045,107,5.27
47504,185,6.42
47943,228,6.84
48377,30,4.48
48457,46,5.39
48769,363,6.91
49051,17772,7.35
49398,175,6.14
49457,29,5.83
49687,476,7.75
49849,4831,5.60
50012,27,6.10
50114,41,6.09
50211,142,5.70
50435,78,5.40
50627,77,5.83
50796,41,5.88
51191,241,6.22
51196,53,4.60
51257,52,5.32
51763,112,7.40
51857,228,7.60
51861,75,4.17
51925,2,2.75
51980,294,6.70
51992,96,6.40
52315,32,3.92
52316,48,5.63
52557,174,6.20
52657,67,5.34
52744,332,6.64
52868,72,4.59
52998,16,5.50
53179,177,6.03
53192,25,6.30
53357,32,4.56
54160,49,5.89
54471,224,5.70
55377,109,4.50
55976,148,6.50
56520,76,7.16
56583,35,6.53
56589,247,6.70
57158,12614,7.57
57308,131,6.30
57944,18,5.11
58545,51,7.30
58694,101,6.79
58734,2,4.20
58736,117,6.70
59059,21,4.43
59161,41,5.38
59237,42,5.49
59434,95,6.97
59455,63,6.34
60041,47,6.05
60175,430,6.51
60670,1434,6.93
60744,26,4.50
60797,101,7.37
61225,138,5.55
61226,95,6.30
61243,64,6.20
61405,51,4.68
61685,24,5.88
61755,98,5.10
61791,11799,7.33
61991,110,6.58
62087,59,6.65
62134,57,5.00
62204,468,7.09
62611,12,3.58
62822,46,3.69
63150,29,5.90
63231,1,5.00
63481,1,2.00
63657,17,5.50
64080,31,6.05
64239,18,6.10
64340,79,5.27
64686,3732,6.18
65449,5,4.80
65703,29,7.10
66540,117,6.27
66635,59,6.88
67221,73,5.40
67342,99,6.86
67343,30,6.13
67344,32,7.09
67345,22,7.09
67346,24,6.69
67540,22,7.05
67657,34,5.94
67717,10,4.50
67753,37,6.85
67754,40,5.20
67757,17,6.82
68864,15,4.90
68946,41,5.15
69044,115,6.18
69056,21,6.02
70160,21227,7.21
70440,17,6.24
70530,47,5.50
70555,98,6.06
70981,11729,6.55
71055,58,6.30
71373,41,5.90
71630,50,6.33
72449,23,5.80
72664,130,5.90
72833,17,5.60
73057,51,6.19
74080,66,6.82
74747,108,5.13
74765,21,6.14
74767,127,8.01
74878,35,6.39
75184,11,7.20
76128,24,4.29
76163,6640,6.35
76198,90,6.70
76203,10851,7.95
76217,30,4.80
76454,16,4.69
76597,56,5.82
77673,64,4.60
77729,13,5.10
78032,29,6.12
78159,58,5.10
78264,1,2.00
78409,32,5.30
78830,53,5.09
79245,5,5.50
79756,28,5.61
80274,5573,6.59
80543,20,5.20
80559,1,7.00
80809,15,7.13
81024,45,5.20
81122,54,5.71
81895,49,6.11
82175,34,5.57
82753,4,6.50
83105,26,4.80
83223,102,4.73
83356,22,5.00
83542,6982,6.89
84009,15,2.60
84017,12,4.71
84630,27,5.44
84644,54,6.30
84875,31,6.90
85483,41,5.50
86194,16,5.20
86404,59,6.31
87119,2,5.00
87337,5,4.00
87736,16,4.50
87774,24,5.60
87777,4,4.20
87779,4,3.50
89921,37,4.39
90736,6,2.20
91131,18,3.69
91136,18,4.28
92371,21,4.55
93289,325,7.30
96492,15,5.20
97105,42,6.23
100075,10,2.80
101299,16722,7.43
102494,4,6.00
103029,21,4.07
104499,14,6.70
105596,33,6.86
106517,6,5.50
106968,30,5.30
108807,3,5.30
110415,9136,6.90
111005,19,5.63
111475,29,6.91
111480,51,7.77
115082,44,8.11
116215,18,5.08
119450,11316,7.33
120467,14181,8.05
120910,16,4.80
121208,10,5.00
122832,8,5.75
122917,13683,7.31
126889,8188,6.11
128145,16,4.81
128971,34,5.32
131631,15236,6.81
131634,12021,6.90
132169,20,6.15
132363,2804,7.30
132369,8,5.00
133805,4290,6.03
134240,15,5.53
138103,4919,6.22
138659,22,4.20
139262,6,5.90
139874,13,5.39
148077,12,6.20
150736,2,1.00
150839,17,6.15
151992,2,3.00
152018,15,6.23
157350,12355,6.92
159704,142,6.38
160211,7,5.71
160879,11,5.64
161371,5,5.50
163766,2,6.00
163879,27,6.11
164126,38,5.49
169009,20,6.20
169946,14,5.80
170592,1,7.50
172825,12,4.83
173727,91,6.34
173731,90,6.35
173736,82,6.32
173737,62,5.77
178297,11,4.90
179538,613,6.35
181886,5548,6.88
183046,3,5.00
187856,15,5.90
188987,12,5.50
190417,5,5.80
197537,18,5.00
200450,1,5.00
203833,4239,7.50
214884,11,5.09
216791,5,4.20
219841,0,0.00
222054,16,6.20
227468,6,3.17
242248,11,5.32
243101,12,6.20
248390,320,5.19
250634,7,3.90
255473,7,4.71
259530,8,5.60
262500,9681,6.36
262504,6363,6.10
263341,619,6.12
270447,5,4.80
271559,6,6.70
281338,8923,7.21
283366,9609,6.83
299054,1479,6.20
299687,5621,5.94
301054,1,7.50
302750,1,1.00
304322,8,3.75
315837,7727,6.07
335903,5,3.80
335984,12876,7.60
338703,1,4.50
338730,12,5.50
345666,3,6.70
346672,3493,5.85
356206,0,0.00
358828,1,6.00
359120,9,8.67
368161,1,7.00
375262,5323,7.52
385871,0,0.00
396535,6978,7.76
399579,8707,7.23
401306,264,7.30
406298,50,5.44
419430,16941,7.62
427809,2,5.00
427910,218,5.33
435126,619,6.69
452604,0,6.00
466420,2893,7.49
467660,1444,6.24
471506,1269,6.59
483404,3,4.67
517839,757,6.71
571940,0,0.00
577242,664,6.63
597697,0,0.00
604563,756,5.66
634230,0,0.00
653346,3069,7.10
657343,0,0.00
675327,925,5.83
769714,0,0.00
792307,3580,7.79
945961,0,0.00
958940,0,0.00
1034751,26,6.39
1076897,0,0.00
1076902,0,0.00
1112679,0,0.00
1126692,0,0.00
