AR_Ref,AR_Design,FA_CodeFamille,AR_PrixAch,AR_PrixVen
107440050,POMPE CENTRIFUGE Type FHE 32 - 160 / 22A,PCM,514.350000,1145.000000
107440160,ELECTROPOMPE FHE 40 - 125 / 22 / A,PCM,468.940000,1042.000000
107490000,POMPE PERIPHERIQUE TYPE PSAM70,PCM,152.550000,339.000000
107500040,"POMPE AUTO-AMORCANTE TYPE SP 7 T - 1"" 230/400V 3PH 50HZ 750W",PCM,192.600000,428.000000
107540020,ELECTROPOMPE SUBMERSIBLE SERIE DOC MODELE DOC 7,PCM,162.450000,361.000000
107540250,ELECTROPOMPE SUBMERSIBLE MONO TYPE DOC3/A GT,PCM,136.800000,304.000000
107540260,"POMPE SUBMERSIBLE DOC 7 / A GT MONO 230V 1PH 50HZ 1""1/4",PCM,177.750000,395.000000
107600150,SURPRESSEUR A VITESSE VARIABLE SERIE TKS MODELE TKS/2HM5ZT,PCM,645.750000,1435.000000
107670130,ELECTROPOMPE SUBMERSIBLE MONOPHASEE TYPE DOMO 15 VX / B,PCM,435.150000,967.000000
107670180,ELECTROPOMPE SUBMERSIBLE TRIPHASEE TYPE DOMO15VXT/B,PCM,419.850000,933.000000
107670190,ELECTROPOMPE SUBMERSIBLE TRIPHASEE TYPE DOMO 20 VXT / B,PCM,473.400000,1052.000000
107680060,ELECTROPOMPE SUBMERSIBLE TYPE DIWA 05 T,PCM,247.050000,549.000000
107680080,ELECTROPOMPE SUBMERSIBLE TYPE DIWA 11 T,PCM,279.900000,622.000000
107SPIR020,TUYAU TECHNISPIR DN 20 (Prix au ml),VAD,3.320000,6.640000
107SPIR025,TUYAU TECHNISPIR DN 25 (Prix au ML),VAD,3.530000,5.900000
107SPIR030,TUYAU TECHNISPIR DN 30 (Prix au ML),VAD,4.520000,9.040000
107SPIR040,TUYAU TECHNISPIR DN 40 (Prix au ML),VAD,4.660000,9.320000
107SPIR050,"TUYAU TECHNISPIR DN 50 (Prix au ML)  ",VAD,6.560000,13.120000
1080020,TUBE NR POUR POMPE FMP-50 / RBT-40,PRPVPE,271.800000,453.000000
1080024,TUBE EPDM POUR POMPE FMP-50 / RBT-40,PRPVPE,319.200000,532.000000
10804,"""KIT DE CONVERSION 1/2""""NPT x TUYAU 1/2""""""",PRPDSMAG,50.600000,92.000000
109390471,"KIT CONTRE-BRIDES EN ACIER ZINGUE (2 contre-brides, joints,visserie)",PCM,30.150000,67.000000
109391960,KIT HYDROTUBE TKS8L - 8BAR,PCM,43.650000,98.000000
10973,JOINT D'AXE POMPE LMI,PRPDSMAG,5.500000,11.000000
10978,CORPS CREPINE PP,PRPDSMAG,0.000000,0.000000
10998,"""LANCE D'INJECTION AVEC VANNE 3/4""""NPT - Vanne bronze / Canne PVC""",ACPDSMAG,0.000000,0.000000
10C0024,"""SOUPAPE DE RETENUE INOX 904L - 1/2""""PLAGE DE 1 A 2,4 BARS""",ACPDHS,0.000000,0.000000
10C0042,"""SOUPAPE DE RETENUE INOX 904L 1/2""""PLAGE DE 2,5 A 4,2 BARS""",ACPDHS,0.000000,0.000000
10RC+MANO+RACC,"REDUCTEUR DE PRESSION LAITON 0.5BAR Mini + MANO + RACC 1/2""G",VAD,46.610000,168.000000
1100018,TUBE NR POUR FMP60,PRPVPE,389.400000,649.000000
1100022,TUBE EPDM POUR FMP60,PRPVPE,345.150000,576.000000
01100330011,GOUPILLE DE DEGAZAGE HPD 168,PRPDI2,188.650000,343.000000
1102118531,JOINT TORIQUE 85.10 X 2.20 - REP 2,PRPVIM,2.200000,3.390000
1455002512,CIRCLIPS INOX D.25 - REP 23,PRPVIM,1.970000,3.030000
1120018,TUBE NR POUR POMPE FMP70/RBT70,PRPVPE,560.400000,934.000000
1120019,TUBE NR-A POMPE FMP-70,PRPVPE,379.470000,542.000000
1130024,TUBE NR POMPE AMP22,PRPVPE,104.400000,174.000000
1130025,TUBE NBR POUR POMPE AMP 22,PRPVPE,139.800000,233.000000
1130027,TUBE EPDM POUR POMPE AMP22,PRPVPE,134.400000,224.000000
1130028,TUBE NORPRENE POMPE AMP22,PRPVPE,90.000000,150.000000
1131312500,GARNITURE MECANIQUE D.25 MINOR/MIDEX CERAMIQUE/GRAPHITE/NBR - REP 9,PRPVIM,29.170000,44.880000
11501069,CORPS REP 1,PRPVPN,584.920000,836.490000
11501169,CONDUITE D'ASPIRATION,PRPVPN,102.000000,130.000000
11501369,CONDUITE D'ASPIRATION,PRPVPN,59.500000,75.000000
11501469,INTERSECTION,PRPVPN,52.700000,66.000000
11501569,SIEGE DE REFOULEMENT AD15TTT,PRPVPN,44.200000,56.000000
11501669,BUTEE REP.6  AD15TTT,PRPVPN,8.500000,11.000000
11502285,AMORTISSEUR OSCILLATION REP9,PRPVPN,2.700000,5.000000
11503167,MEMBRANE PTFE REP14,PRPVPN,93.500000,117.000000
11503172,MEMBRANE EPDM,PRPVPN,41.230000,59.000000
11503260,BILLE PTFE POMPE AD20,PRPVPN,7.950000,10.600000
11504164,JOINT D'ETANCHEITE D'ARBRE,PRPVPN,3.570000,5.400000
11504351,FILTRE AIR PE,PRPVPN,4.250000,6.000000
11504784,RACCORD ENTREE AIR PETP,PRPVPN,5.440000,8.000000
11520184,DISTRIBUTEUR D'AIR REP. 22,PRPVPN,123.000000,176.800000
11524451,SILENCIEUX PE,PRPVPN,32.700000,47.000000
11532285,SILENT BLOC,PRPVPN,5.870000,8.500000
0001181024,SOUFFLET MILROYAL  REP42,PRPDI2,0.000000,0.000000
1186299580,VANNE PNEUMATIQUE C100 PVC-U/EPDM DN20 DOUBLE EFFET,VAD,136.080000,0.000000
1199902367,ENS. CLAPET DUR,PRPDI2,0.000000,0.000000
1199902371,SOUPAPE D'ADMISSION,PRPDI2,0.000000,0.000000
1199902375,SOUPAPE DE SECURITE MC,PRPDI2,0.000000,0.000000
1199903568,BOITE A CLAPET D25 PP BILLE PTFE,PRPDSMAG,0.000000,0.000000
1199903658,ENS. B. A C. ASP + REFT ND 15.9 UB6,PRPDI2,0.000000,0.000000
1199903690,RACCORD PP A SOUDER DN15 P40Q,PRPDSMAG,0.000000,0.000000
1199903738,ENS. DETECTION C5 DOSEUR H 168/308,PRPDI2,396.000000,720.000000
1199952787,BOITE CLAPET INOX 125H,PRPDI2,0.000000,0.000000
1199952788,CHAPEAU BUTEE DE BILLE MC,PRPDI2,0.000000,0.000000
1199952857,JOINT DE SIEGE NITRILE,PRPDI2,0.000000,0.000000
1199952866,BILLE FONTE NEOPRENE D70,PRPDI2,0.000000,0.000000
1199957851,SIEGES PVC,PRPDI2,0.000000,0.000000
1199959689,MEMBRANE 166 PTFE PUREP 1.5,PRPDI2,202.400000,368.000000
1199960005,BAGUE DE PORTEE DE GARNITURE REVETEMENT REVETOX,PRAG,0.000000,0.000000
1199960162,CHEMISE PISTON D25 SUR DOSEUR HPD 166,PRPDI2,0.000000,0.000000
1199960513,LANTERNE REP. 072A G529-581Q/C,PRPDSMAG,0.000000,0.000000
1199960781,VOLANT DE REGLAGE,PRPDI2,0.000000,0.000000
1199961103,PISTON D80,PRPDI2,0.000000,0.000000
1199993425,MEMBRANE METALLIQUE D192,PRPDI2,0.000000,0.000000
0120001016,PISTON D88.9 INOX 316L,PRPDI2,0.000000,0.000000
0120001029,PISTON DD88.9,PRPDI2,0.000000,0.000000
0120065000,ENS CHEMISE-TIROIR MROY A,PRPDI1,244.400000,376.000000
0120067000,ENS CHEMISE TIROIR MROY B,PRPDI1,351.650000,541.000000
0120069016,PISTON D 22.2 INOX,PRPDI2,0.000000,0.000000
0120069094,PISTON D22.2 REVETU OXYDE DE CHROME,PRPDI2,1475.100000,2682.000000
0120104006,"PISTON D22,2 mROY B",PRPDI1,243.100000,374.000000
0120105006,PISTON D36.5,PRPDI1,243.100000,374.000000
0120134016,PISTON E12 INOX,PRPDI2,0.000000,0.000000
0120144016,PISTON MC E 125,PRPDI2,0.000000,0.000000
0120174016,PISTON D63 MB,PRPDI2,0.000000,0.000000
0120177016,PISTON N40,PRPDI2,0.000000,0.000000
0120185012,PISTON N90 MB 220C13 TRAITE,PRPDI2,0.000000,0.000000
0120185016,PISTON D 90 INOX MB - OBSOLETE VOIR 305.0521.102,PRPDI2,0.000000,0.000000
0120246062,CLAPET ARRIERE,PRPDI1,0.000000,0.000000
0120249001,"PISTON D66,5 MAXROY B",PRPDI1,475.800000,732.000000
0120319094,PISTON REVETU Cr2O3 D3.2,PRPDI2,0.000000,0.000000
1203321025,PISTON D25 MB INOX,PRPDI2,0.000000,0.000000
1203321231,PISTON INOX N25 MB,PRPDI2,0.000000,0.000000
1203440233,CLAPET PLAT D70,PRPDI2,0.000000,0.000000
1203830025,PISTON N145,PRPDI2,0.000000,0.000000
122033998,ELECTROPOMPE DE CIRCULATION IPL 50/160-0.55/4,PCM,704.440000,1083.760000
1220702521,BAGUE ENTRETOISE REP.36 PPE CHEVALET MH60 X 0/50 X1,PRPDI2,0.000000,0.000000
122847,VANNE A MEMBRANE MV310 PVC-U/EPDM DN20,VAD,93.500000,133.500000
1238201521,BAGUE DE FOND POMPE CHEVALET REP12,PRPDI2,0.000000,0.000000
12503167,MEMBRANE PTFE A25,PRPVPN,114.640000,143.300000
12503172,MEMBRANE EPDM,PRPVPN,44.930000,65.000000
12503260,BILLE PTFE A25,PRPVPN,13.170000,16.460000
12503272,BILLE EPDM,PRPVPN,4.800000,7.000000
12503282,BILLE EPDM NOYAU METAL 41GR,PRPVPN,16.460000,20.580000
12504164,JOINT PISTON,PRPVPN,3.050000,3.960000
12524053,BLOCS CENTRAL VAD32S,PRPVPN,238.650000,350.000000
1290002,TUBE VF15 NR NOIR,PRPVPE,88.000000,123.000000
1290003,TUBE NR VF 25,PRPVPE,115.860000,165.710000
1290006,TUBE NR VF50 L:1820,PRPVPE,360.000000,691.000000
1290012,TUBE EPDM LG1000 VF25,PRPVPE,150.000000,215.000000
1290044,COUVERCLE VF-50,PRPVPE,552.500000,758.000000
1290059,PLATEAU DE ROUE POMPE VF50,PRPVPE,195.000000,282.750000
1290066,MOYEU CONIQUE POMPE VF50,PRPVPE,25.000000,36.250000
1290080,JOINT DE COUVERCLE POMPE VF50,PRPVPE,30.000000,46.400000
1290232,JOINT DE COUVERCLE,PVPEI,9.060000,13.000000
1290390M,CALLE POMPE VF50 (paquet de 10),PRPVPE,85.000000,123.250000
1290467,ROTOR POMPE VF50,PRPVPE,385.000000,558.250000
1290484,GARNITURE D' ENTRAINEMENT,PRPVPE,7.000000,10.000000
1290889MS,JEU DE 2 BRIDES ACIER VF50,PRPVPE,600.000000,750.000000
1291036,KIT D'ETANCHEITE POUR 2 BRIDES VF50,PRPVPE,150.000000,200.000000
1291359A,JEU DE 2 PATINS ALU POMPE VF50,PRPVPE,450.000000,600.000000
1291413S,JEU DE 2 INSERTS INOX 316 VF50,PRPVPE,215.000000,269.000000
1291421,BIDON GLYCERINE 10L,PRPVPE,69.360000,99.090000
12C0042,"SOUPAPE DE RETENUE 1 - 4,2 bars ALLOY 20 - Rp 1",ACPDHS,0.000000,0.000000
1307007020,RESSORT R20 GS7 DN70 10 SPIRES,PRVAM,136.000000,349.000000
130944,FREINS ECHAPPEMENT,VAD,4.400000,7.000000
132273,UNITE DE FIN DE COURSES MICRO SWITCH 230V,VAD,68.200000,124.000000
1-3328,EMBOUT CANNELE A COLLER PVC 20x22/20,VAD,1.440000,5.000000
1338400004,ELECTROPOMPE CENTRIFUGE MODELE 3 S 50-125 / 4.0,PCM,689.670000,1733.000000
1339003131,SIEGE CLAPET ASP. POMPE CHEVALET BR150 REP20 PA12194,PRPDI2,0.000000,0.000000
1339004131,CLAPET POMPE CHEVALET REP.21,PRPDI2,0.000000,0.000000
1353,DOUILLE CANNELEE MALE A COLLER PVC 16x18x16,VAD,0.620000,1.300000
138869,VANNE PILOTE VS2 230 V,VAD,43.500000,72.500000
1393202161,CLAPET ASP./REF. REP.54 PPE CHEVALET MH60 X 0/50 X1,PRPDI2,0.000000,0.000000
1393203161,SIEGE DE CLAPET REP.55 PPE CHEVALET MH60 X 0/50 X1,PRPDI2,0.000000,0.000000
1393204164,ENS SIEGE/BILLE REP. 56+57 PPE CHEVALET MH60 X 0/50 X1,PRPDI2,0.000000,0.000000
14001152,MANIFOLD AD40,PRPVPN,153.000000,292.000000
HA62F61.9B5,REDUCTEUR MOTOVARIO HA 62F - i : 61.9 - B5,PRPVPE,291.000000,485.000000
14001552,CLAPET REFOULEMENT AD40,PRPVPN,42.400000,110.000000
023383004,"CLAPET DE PIED CREPINE INOX 316 - 3 PIECES - RACC. 1/2"" GAZF",VAD,73.500000,111.000000
14001652,ARRETOIRS DE BILLES,PRPVPN,23.800000,39.700000
14002285,AMORTISSEUR DE PIED DE POMPE,PRPVPN,6.000000,15.000000
14003172,MEMBRANE EPDM,PRPVPN,98.720000,150.000000
14003272,CLAPET BILLE CODE EE,PRPVPN,15.200000,22.700000
14004164,LOT DE JOINT D'ARBRE,PRPVPN,3.750000,5.500000
14004351,FILTRE A AIR,PRPVPN,5.100000,9.000000
14004784,RACCORDEMENT ENTREE AIR PE,PRPVPN,6.530000,10.000000
14024451,SILENCIEUX PE,PRPVPN,58.200000,84.000000
14032285,PLOT AMORTISSEUR,PRPVPN,7.570000,12.000000
14281-0003B,TURBINE 040 SP NITRILE - POMPE 53040,PRPVD,53.550000,89.000000
1428601941,PISTON INOX 316 REP.47 PPE CHEVALET MH 60 X 0/50 X1,PRPDI2,0.000000,0.000000
1102327500,JOINT TORIQUE 69.52 X 2.62 - REP 2 POMPE MIDEX,PVIM,1.290000,1.990000
1464,"REDUCTION PP MALE/FEMELLE 1"" - 3/4""",VAD,1.860000,4.600000
148992571,KIT GARNITURE MECANIQUE + JOINT POUR POMPE 4HMS3 / A,PCM,27.140000,60.350000
148994100,DISPOSITIF ASPIRATION BASSE POUR POMPE SERIE DOC,PCM,13.060000,29.030000
150038,BOITIER DE ROULEMENT,PCP,35.460000,59.100000
15004164,JOINT D'ARBRE AH25,PRPVPN,3.750000,6.000000
150150090,DISQUE PORTE GM,PRPCM,72.750000,117.000000
150702170,ROUE INOX 316 POUR POMPE 4HMS3 / A,PRPCM,10.120000,22.500000
151350650,CORPS DE POMPE SFH-Z 40-250,PRPCM,304.150000,487.000000
1575005,BOITIER VG1000 DIGIT - 230V - 50 Hz,PRPVPE,1560.000000,2600.000000
1581,"MANCHON PP F1/2"" x F1/2""",VAD,1.690000,2.700000
0160016074,"EXCENTRIQUE COURSE 3,5",PRPDSMEC,0.000000,0.000000
46513-154,GARNITURE MECANIQUE SUPER T6/T8/T10,PRPCM,624.700000,892.430000
CU1418PVDF,COUDE UNION PVDF 90° DN14/18,VAD,35.820000,54.000000
R141812GMPVDF,"RACCORD DROIT MALE PVDF DN14/18 - G 1/2""",VAD,41.390000,62.000000
1602,"REDUCTION POLYPROPYLENE F1"" x M 1/2""",VAD,1.850000,7.100000
1609+,"REDUCTION PP 1""Femelle x 1/2"" Femelle + JEU DE JOINTS D' ETANCHEIT",VAD,2.800000,6.000000
161050246,TRAVERSEES DE CLOISON A EMBOITEMENT D 20,VAD,16.670000,0.000000
1612,"REDUCTION PP 1""1/4 G.Male- 1""G.Femelle",VAD,1.750000,3.500000
161305338,"TAMIS 0,8 MM",VAD,3.220000,0.000000
1614010,"MANOMETRE D.63 1/4"" A BAIN GLYCERINE 0-60 BARS",VAD,6.380000,10.200000
161546002,VANNE A BILLE TYPE 546 PVC-U AVEC EMBOITURES POUR COLLAGE METRIQUE,VAD,26.680000,0.000000
1619,"EMBOUT CANNELE PP MALE 1""- 25mm",VAD,2.520000,5.040000
177-R3A-K1-A,RESSORT DE SOUPAPE,VAD,3.400000,0.000000
177-R3A-K1-C,RESSORT DE SOUPAPE,VAD,3.400000,0.000000
1824160201,"MOTEUR TRIPHASE 900TR POUR POMPE EP MIDEX 1""1/4""",PVIM,152.750000,235.000000
0190033071,ENTRETOISE,PRPDI2,0.000000,0.000000
0190049575,RONDELLE DE PROTECTION,PRPDI2,13.750000,25.000000
0190049775,RONDELLE DE PROTECTION,PRPDI2,20.350000,37.000000
0190065093,LEST CERAMIQUE,ACPDSMEC,50.000000,100.000000
0190073006,ENS RONDELLES DE CALAGE,PRPDI2,690.800000,1256.000000
0190098006,RONDELLE MAINTIEN RESSORT,PRPDSMEC,0.000000,0.000000
0190109016,ENTRETOISE REFOULEMENT,PRPDI2,0.000000,0.000000
0190114016,RONDELLE ANTI EXTRUSION PISTON E63,PRPDI2,0.000000,0.000000
0190116016,ENTRETOISE ASPIRATION,PRPDI2,0.000000,0.000000
0190131062,"RONDELLE INTERCALAIRE (D.3,5)",PRPDSMEC,0.000000,0.000000
0190167006,ENTRETOISE MD,PRPDI2,0.000000,0.000000
0190185016,OBSOLETE - VOIR LA REF. 3050830047,PRPDI2,0.000000,0.000000
0190189016,BAGUE ANTI EXTRUSION D40,PRPDI2,0.000000,0.000000
0190193016,BAGUE ANTI-EXTRUSION N32,PRPDI2,0.000000,0.000000
01901980106,BAGUE ANTI EXTRUSION,PRPDI2,0.000000,0.000000
0190239074,ENTRETOISE POMPE D MECA,PRPDSMEC,0.000000,0.000000
0190268006,COUPELLE 7H,PRPDI1,24.700000,38.000000
0190272006,COUPELLE D105,PRPDI1,7.800000,12.000000
0190324015,BUTEE DE CADRE POMPE D,PRPDSMEC,0.000000,0.000000
0190330185,RONDELLE ANTI EXTRUSION D6,PRPDI2,17.550000,27.000000
0190330685,RONDELLE ANTI EXTRUSION,PRPDI2,0.000000,0.000000
0190331075,DEFLECTEUR D2 A D50,PRPDSMEC,0.000000,0.000000
0190332075,DEFLECTEUR,PRPDSMEC,0.000000,0.000000
0190334070,RONDELLE DE SERRAGE MEMBRANE POMPE D120,PRPDSMEC,0.000000,0.000000
0190334071,RONDELLE DE SERRAGE,PRPDSMEC,0.000000,0.000000
1903757266,RONDELLE ANTI EXTRUSION,PRPDI2,0.000000,0.000000
1903850071,ENTRETOISE GM,PRPDSMEC,0.000000,0.000000
PTFE14X18,TUYAU SOUPLE PTFE 14X18 mm (Prix au ML),VAD,35.000000,54.000000
1904067266,RONDELLE ANTI EXTRUSION MB D23,PRPDI2,0.000000,0.000000
1904160071,RONDELLE D'APPUI 40 & 60 RESSORT CYLINDRIQUE,PRPDSMAG,0.000000,0.000000
192305300,"FILTRE EN TE (DN20) SANS TAMIS 0,8 MM",VAD,21.060000,0.000000
0019281016,BAGUE ANTI EXTRUSION D25,PRPDI2,0.000000,0.000000
4H0.0080.065,TUBE F-NBR POUR BREDEL 80,PRPVPE,1232.060000,1540.080000
19C2604,JOINT PLAT PTFE REP60 POMPE CHEVALET,PRPDI2,0.000000,0.000000
2001-00AAVH,"CLAPET ANTI-RETOUR 1/2""GF - PPGF/FPM/HASTELLOY",VAD,94.020000,157.000000
200705014,ENSEMBLE DE PIECES SUIVANT OFFRE 20070514,VAD,59.460000,1320.000000
S616,ROULEMENT COTE GARNITURE,PRPCM,145.820000,208.520000
S1030,ROULEMENT A BILLES COTE ARBRE,PRPCM,286.210000,409.280000
2015004,"MANCHON INOX 1/2""",VAD,2.320000,4.700000
MANO11000218,MANOMETRE 0-4 BARS AVEC SEPARATEUR POUR HCL,ACPV,0.000000,0.000000
CS2GM11000218,COFFRET 2 POMPES GM POUR ACIDE CHLORHYDRIQUE,BCR,0.000000,0.000000
CS2GA11000218,COFFRET 2 POMPES GA POUR ACIDE PHOSPHORIQUE,BCR,0.000000,0.000000
GM90S40N0,"""POMPE GM INOX 85L/H 7BAR 1/2""""SANS MOTEUR - BRIDE FF130""",PDSMEC,0.000000,0.000000
2034519,ELECTROPOMPE IN-LINE DOUBLE MODELE DIL206-20/15-IE1,PCM,0.000000,0.000000
4030587,BACHE 5000 LITRES POUR MODULE D'EXPENSION,ACPC,0.000000,0.000000
2024004,"REDUCTION INOX 1/2"" GM - 1/4"" GF",VAD,2.040000,4.100000
B933-362N0,"""POMPE LMI PVDF 17L/H 3.4BAR 1/2""""230V 1PH 50HZ""",PDSMAG,675.200000,1688.000000
01600370192,COULISSEAU DE REGLAGE PRIMEROYAL N,PRPDI2,1292.850000,1989.000000
01600360015,EXCENTRIQUE FEMELLE PN,PRPDI2,859.300000,1322.000000
01400160361,BIELLE PRIMEROYAL N,PRPDI2,394.550000,607.000000
01400130361,BIELLE USINEE,PRPDI2,261.950000,403.000000
2040067016,FLASQUE DE SERRAGE XA PVC,PRPDI1,0.000000,0.000000
2060001716,"LANTERNE DE RINCAGE D38,1",PRPDI2,432.900000,666.000000
2060003016,LANTERNE DE RINCAGE,PRPDI2,0.000000,0.000000
2060004016,"LANTERNE DE RINCAGE ø 88,9",PRPDI2,312.000000,480.000000
206800AAZH,"CLAPET ANTI-RETOUR 1/2""PVDF A RESSORT HASTELLOY JOINTS FPM",VAD,151.940000,237.400000
206801AAZH,"CLAPET ANTI-RETOUR 3/4""PVDF A RESSORT HASTELLOY JOINTS FPM",VAD,184.080000,263.000000
20-79157,BUTEE DE BILLE POMPE ARO 650866 L 63,PRPVPN,20.720000,27.620000
2080013129,ECROU DE PRESSE ETOUPE,PRPDI2,0.000000,0.000000
2081,"CREPINE PVC JOINT EPDM 1/2""GAFM",VAD,14.900000,30.000000
2089997016,"ECROU DE P.E. (DD.11,1-15,9)",PRPDI2,160.550000,247.000000
210002FFE+215004AA,ROBINET A MEMBRANE PP / EPDM  DN25 + VOLANT AVEC SECURITE,VAD,106.470000,160.000000
0210003201,BOITE A CLAPET ASP. PVC MROYB CERAM,PRPDI1,297.550000,541.000000
0210003202,"BOITE CLAPET ASPIRATION PVC 1/2"" GAZ F.",PRPDI1,171.600000,264.000000
2100-234A,"ELECTROPOMPE 220V - 4 l/min - 3,4 bar - PP/SANTOPRENE - 3/8""",PCP,149.310000,215.000000
0210028028,"""BOITE CLAPET ASP. UB6 1/8"""" NPTF""",PRPDI2,228.800000,416.000000
2100-883A,"POMPE FLOJET 220V, 6 l/min, 4.8 bars, STO, BP",PCP,118.970000,159.000000
0210096128,CORPS DE DOSEUR D3.17,PRPDI2,2497.000000,4540.000000
0210175000,BOITE A CLAPET REFT. D22.2/28.6 LIQUIDES VISQUEUX,PRPDI2,558.250000,1015.000000
0210176000,Boite a clapet aspiration (38.1/44.4 pour Liquides visqueux),PRPDI2,0.000000,0.000000
0210177000,Boite a clapet Refoulement (38.1/44.4 pour Liquides visqueux),PRPDI2,0.000000,0.000000
0210238002,"""ENS BOITE CLAPET PVC 1/2"""" GAZ F. ASPIRATION MROY A""",PRPDI1,135.200000,208.000000
0210296016,CORPS DE DOSEUR HP MROY A,PRPDI1,720.500000,1310.000000
0210297016,CORPS DE DOSEUR INOX BP MROY A,PRPDI1,851.500000,1310.000000
0210297028,CORPS DE DOSEUR BP MROYA,PRPDI1,0.000000,0.000000
0210299016,CORPS DOSEUR INOX POMPE MROYB,PRPDI1,1032.900000,1878.000000
0210299028,CORPS DOSEUR 904L BP MROY B,PRPDI1,0.000000,0.000000
0210320002,"""ENS BOITE CLAPET PVC 3/8"""" GAZ F. REFOULEMENT MROY A""",PRPDI1,198.900000,306.000000
0210321201,BAC REFT (MROY B) CERAMIQUE,PRPDI1,443.300000,806.000000
0210321202,"""BOITE CLAPET REFOULEMENT PVC 3/8"""""""" GAZ F""",PRPDI1,328.900000,506.000000
0210331071,CORPS DE DOSEUR PVC MROY B,PRPDI1,499.200000,768.000000
0210332071,CORPS DOSEUR PVC 2/3,PRPDI1,342.100000,622.000000
0210332073,CORPS DE DOSEUR MROY A BP,PRPDI1,0.000000,0.000000
0210361099,CORPS DE DOSEUR 166/15.9 DECAPE - PASSIVE,PRPDI2,0.000000,0.000000
0210395016,CORPS DE DOSEUR N63 MB,PRPDI2,0.000000,0.000000
0210442071,CORPS DOSEUR 266/40,PRPDI2,2136.750000,3885.000000
0210539016,CORPS DE DOSEUR INOX N3,PRPDSMEC,0.000000,0.000000
0210583071,CORPS DOSEUR PVC D145,PRPDI1,328.900000,506.000000
0210594016,CORPS DE DOSEUR INOX D145,PRPDI1,1070.550000,1647.000000
210599016,CORPS DE BOITE A CLAPET INOX 5/8-5/8,PRPDSMAG,0.000000,0.000000
0210600016,CORPS DE DOSEUR INOX D105,PRPDI1,741.650000,1141.000000
0210601071,CORPS DOSEUR PVC D105,PRPDI1,403.000000,620.000000
0210628071,CORPS DOSEUR N1 PR 2-6 L/H,PRPDSMEC,0.000000,0.000000
0210629071,CORPS DOSEUR N2 PR 4-10-17 L/H,PRPDSMEC,0.000000,0.000000
0210630071,CORPS DOSEUR N3 PR 34-50 L/H,PRPDSMEC,0.000000,0.000000
0210673116,CORPS DE DOSEUR N40,PRPDI2,0.000000,0.000000
0210675010,ANNULE-REMPLACE PAR 210675016,PRPDI2,0.000000,0.000000
0210675016,DOSEUR MILROYAL B PISTON D25,PRPDI2,0.000000,0.000000
0210689016,CORPS DE DOSEUR A MEMBRANE METALLIQUE,PRPDI2,864.050000,1571.000000
210694071,CORPS DOSEUR PVC 3.3,PRPDSMEC,0.000000,0.000000
0210697016,CORPS DE DOSEUR 3.3 316L,PRPDSMEC,0.000000,0.000000
0210702071,CORPS DOSEUR PVC 1,PRPDI1,514.250000,935.000000
0210716028,"""BOITE CLAPET ASP. INOX 1/4""""NPT F.""",PRPDI2,0.000000,0.000000
0210717028,"""BOITE CLAPET REFT. INOX 1/4""""NPT F.""",PRPDI2,0.000000,0.000000
2110018306,CLAVETTE,PRPDI2,8.450000,13.000000
2110026006,DE D'ACCROCHAGE,PRPDI2,135.850000,247.000000
2110034006,DE DE REGLAGE,PRPDI2,45.500000,70.000000
2110039006,DE D'ACCROCHAGE,PRPDI2,35.200000,64.000000
2120015216,PISTON D11.1 INOX PRMB,PRPDI2,1174.250000,2135.000000
2120015316,PISTON D.15.9,PRPDI2,1328.800000,2416.000000
2120015416,PISTON D22.2,PRPDI2,1119.800000,2036.000000
2120015493,"PISTON D22,2 CERAMIQUE PMRB",PRPDI2,0.000000,0.000000
2120015516,PISTON D28.6 POUR PMRA,PRPDI2,1369.500000,2490.000000
2120015616,PISTON D38.1,PRPDI2,1474.550000,2681.000000
2120020693,PISTON D.38.1 CERAMIQUE,PRPDI2,0.000000,0.000000
2120021328,PISTON D.88.9 UB6,PRPDI2,0.000000,0.000000
2120021416,PISTON D63.5 INOX MB,PRPDI2,4382.400000,7968.000000
2120021494,PISTON D63.5 OXYDE CHROME,PRPDI2,0.000000,0.000000
2120040116,PISTON D.44.4,PRPDI2,1095.050000,1991.000000
2120066016,PISTON D.112.7,PRPDI2,0.000000,0.000000
2129994016,PISTON D11.1 INOX MD,PRPDI2,300.300000,462.000000
2129994094,"PISTON D11,1 OXYDE CHROME/INOX",PRPDI2,1810.600000,3292.000000
2129994116,PISTON INOX 316L D15.9 MD,PRPDI2,367.400000,668.000000
2129999096,PISTON D3.17,PRPDI2,1387.100000,2522.000000
2129999196,"ENS PISTON D.6,35 REVÊTU OXYDE DE CHROME",PRPDI2,1155.000000,2100.000000
2140018000,ENS. BIELLE MILROYAL B,PRPDI2,493.350000,759.000000
2140019000,ENS. BIELLE MILROYAL C,PRPDI2,537.900000,978.000000
21500184,DISTRIBUTEUR AIR COMPLET PETP,PRPVPN,139.400000,199.000000
21501051,CORPS DE POMPE ALMATEC,PRPVPN,0.000000,0.000000
21501351,ARRETOIR DE BILLE ASPIRATION A15EEE,PRPVPN,13.770000,19.000000
21501451,BUTEE,PRPVPN,10.540000,15.000000
21501551,ARRETOIR DE BILLE REFOULEMENT A15EEE,PRPVPN,9.520000,13.000000
21501751,BOUCHON DE CORPS PE,PRPVPN,8.080000,12.000000
21501852,SIEGE DE CLAPET,PRPVPN,13.350000,19.000000
21501951,BOUCHON DE BLOC CENTRAL PE,PRPVPN,7.310000,12.000000
