airportid,name,city,country,iata,icao,latitude,longitude,altitude,timezone,dst,tz,type,source
9542,Coral Bay Airport,Coral Bay,Australia,,YCOY,-23.129999160766600,113.777000427246100,5,8,O,Australia/Perth,airport,OurAirports
9760,Black Point Airstrip,Black Point,Bahamas,,MYEB,24.089488448799997,-76.397917270700000,10,-5,A,America/Nassau,airport,OurAirports
9753,Popham Airport,Popham,United Kingdom of Great Britain and Northern Ireland,,EGHP,51.193901062011720,-1.234719991683960,550,0,E,Europe/London,airport,OurAirports
9818,Lilydale Airport,Lilydale,Australia,,YLIL,-37.691699981689450,145.367004394531250,76,10,O,Australia/Hobart,airport,OurAirports
9825,Asaba International Airport,Asaba,Nigeria,,DNAS,6.203333333330000,6.658888888890000,305,1,N,Africa/Lagos,airport,OurAirports
9830,Mpanda Airport,Mpanda,United Republic of Tanzania,,HTMP,-6.355374000000000,31.084116000000000,3520,3,N,Africa/Dar_es_Salaam,airport,OurAirports
9832,Morogoro Airport,Morogoro,United Republic of Tanzania,,HTMG,-6.797220230102539,37.653099060058594,1676,3,N,Africa/Dar_es_Salaam,airport,OurAirports
9866,Beringin Airport,Muara Teweh,Indonesia,,WAOM,-0.940325021744000,114.893875122000000,126,7,N,Asia/Jakarta,airport,OurAirports
9891,Muara Bungo Airport,Muara Bungo,Indonesia,,WIPI,-1.127800000000000,102.135000000000000,214,7,N,\N,airport,OurAirports
9892,Selayar/Aroepala Airport,Selayar,Indonesia,,WAWH,-6.175100000000000,120.436200000000000,30,8,N,\N,airport,OurAirports
9897,Illaga Airport,Illaga,Indonesia,,WABL,-3.976480000000000,137.622500000000000,7989,9,N,\N,airport,OurAirports
9937,Gratiot Community Airport,Kamloops,Canada,,KAMN,43.322101593000000,-84.688003540000000,754,-7,A,\N,airport,OurAirports
10080,Kautokeino Air Base,Kautokeino,Norway,,ENKA,69.040298461914060,23.034000396728516,1165,1,U,\N,airport,OurAirports
10089,Lille/Marcq-en-Baroeul Airport,Marcq En Baroeul,France,,LFQO,50.687198638916016,3.075560092926025,69,1,E,\N,airport,OurAirports
10096,Kawass Airport,Kamsar,Guinea,,GUKR,10.651000022888000,-14.533599853516000,36,1,E,\N,airport,OurAirports
9939,Seosan Air Base,Seosan,Republic of Korea,,RKTP,36.703999000000000,126.486000000000000,39,9,N,\N,airport,OurAirports
9860,City Airport Manchester,Manchester,United Kingdom of Great Britain and Northern Ireland,,EGCB,53.471698761000000,-2.389719963070000,73,0,U,Europe/London,airport,OurAirports
10140,Atherton Airport,Atherton,Australia,,YATN,-17.261699676500000,145.514999390000000,2450,10,O,\N,airport,OurAirports
10141,Bagdarin Airport,Bagdarin,Russia,,UIUB,54.369201660156250,113.478996276855470,3084,8,N,Asia/Irkutsk,airport,OurAirports
10142,Scarlett Martinez International Airport,Rio Hato,Panama,,MPRH,8.375880241394000,-80.127899169922000,105,-5,U,\N,airport,OurAirports
10148,Semyazino Airport,Vladimir,Russia,,UUBL,56.126701354980470,40.314998626708984,554,3,N,Europe/Moscow,airport,OurAirports
10149,Witberg Tswalu Airport,Dedeben,South Africa,,FATW,-27.204999923706055,22.481899261474610,3921,2,N,\N,airport,OurAirports
10151,Mana Pools Airport,Mana Pools,Zimbabwe,,FVMN,-15.767000198364258,29.382999420166016,1300,2,N,\N,airport,OurAirports
10156,Yeysk Airport,Eysk,Russia,,URKE,46.680000000000000,38.210000000000000,60,3,N,Europe/Moscow,airport,OurAirports
10163,Kamigoto Airport,Shin-kamigoto,Japan,,RJDK,33.013099670400000,129.192001343000000,263,9,N,\N,airport,OurAirports
10164,Ojika Airport,Odika,Japan,,RJDO,33.190799713100000,129.089996338000000,30,9,N,\N,airport,OurAirports
10165,Chofu Airport,Tokyo,Japan,,RJTF,35.671699523925780,139.527999877929700,141,9,N,\N,airport,OurAirports
10802,Skúvoy Heliport,Skuvoy,Faroe Islands,,EKSY,61.769599914550780,-6.803410053253174,70,1,E,\N,airport,OurAirports
10803,Stóra Dímun Heliport,Stora Dimun,Faroe Islands,,EKSR,61.685298919677734,-6.758500099182129,305,1,E,\N,airport,OurAirports
10804,Frooba Heliport,Frooba,Faroe Islands,,EKFA,61.543701171875000,-6.774419784545898,77,1,E,\N,airport,OurAirports
10951,Mestia Queen Tamar Airport,Mestia,Georgia,,UGMS,43.053597000000000,42.749012000000000,4778,5,N,\N,airport,OurAirports
11032,Stade Airport,Stade,Germany,,EDHS,53.561111450195310,9.499167442321777,62,1,E,\N,airport,OurAirports
11038,Flinders Island Airport,Elliston,Australia,,YFLS,-33.730989000000000,134.501000000000000,0,9.5,O,\N,airport,OurAirports
11048,Luzern-Beromunster Airport,Lucerne,Switzerland,,LSZO,47.189998626708984,8.204719543457031,2146,1,E,\N,airport,OurAirports
11049,La Grand'combe Airport,La Grand'Combe,France,,LFTN,44.244400024414060,4.012219905853272,1647,1,E,\N,airport,OurAirports
11054,Canmore Municipal Heliport,Canmore,Canada,,CEW9,51.077800750699990,-115.337997437000000,4296,-7,A,\N,airport,OurAirports
11055,Krasnokamensk Airport,Krasnokamensk,Russia,,UIAE,50.033107757568360,118.061141967773440,2139,9,N,\N,airport,OurAirports
11072,Yubileyniy Airfield,Baikonur,Kazakhstan,,UAON,46.055000305175780,63.250000000000000,328,6,U,\N,airport,OurAirports
11132,Gießen-Lützellinden Airport,Giessen,Germany,,EDFL,50.543888092041016,8.590277671813965,755,1,E,\N,airport,OurAirports
11133,Tököl Airport,Budapest,Hungary,,LHTL,47.345298767100005,18.980800628699996,318,1,E,\N,airport,OurAirports
11139,Kotido Airport,Kotido,Uganda,,HUKO,2.953000000000000,34.123200000000000,4020,3,N,\N,airport,OurAirports
11140,Kajjansi Airfield,Kampala,Uganda,,HUKJ,0.196800000000000,32.552970000000000,3743,3,N,\N,airport,OurAirports
11142,Paracatu Airport,Paracatu,Brazil,,SNZR,-17.242599487304688,-46.883098602294920,2359,-3,S,\N,airport,OurAirports
11143,Conselheiro Lafaiete Airport,Conselheiro Lafaiete,Brazil,,SNKF,-20.738599777221680,-43.797401428222656,3478,-3,S,\N,airport,OurAirports
11144,Janaúba Airport,Janauba,Brazil,,SNAP,-15.732000350952148,-43.323101043701170,1732,-3,S,\N,airport,OurAirports
11146,Cristiano Ferreira Varella Airport,Muriae,Brazil,,SNBM,-21.126100540161133,-42.394401550292970,886,-3,S,\N,airport,OurAirports
11170,Lure Malbouhans Air Base,Malbouhans,France,,LFYL,47.704700000000000,6.545830000000000,1040,1,E,\N,airport,OurAirports
11175,Parati Airport,Paraty,Brazil,,SDTK,-23.224399566700000,-44.720298767100005,10,-3,S,\N,airport,OurAirports
11177,Angra dos Reis Airport,Angra dos Reis,Brazil,,SDAG,-22.975299835205078,-44.307098388671875,10,-3,S,\N,airport,OurAirports
11179,Maricá Airport,Marica,Brazil,,SDMC,-22.919500350952150,-42.830898284912110,13,-3,S,\N,airport,OurAirports
11272,Murray Bridge Airport,Murray Bridge,Australia,,YMBD,-35.066699981689450,139.227005004882800,55,10,O,\N,airport,OurAirports
11352,Thamkharka Airport,Thamkharka,Nepal,,VNTH,27.047870000000000,86.858022000000000,5240,5.75,U,\N,airport,OurAirports
11386,Jelenia Góra Glider Airport,Jelenia Gora,Poland,,EPJG,50.898899078369140,15.785599708557129,1119,1,E,\N,airport,OurAirports
11406,Vuktyl Airport,Vuktyl,Russia,,UUYK,63.823299407958984,57.279998779296875,358,3,U,\N,airport,OurAirports
11407,Berezniki Airport,Berezniki,Russia,,USPT,59.579547882080080,56.857681274414060,207,6,U,\N,airport,OurAirports
11431,San Sebastián Airport,San Sebastian,Chile,,SCSS,-53.317001342773440,-68.650001525878900,50,-4,S,\N,airport,OurAirports
11763,Nejanilini Lake Airport,Nejanilini Lake,Canada,,CYNN,59.487499237100000,-97.780296325700010,1000,\N,\N,\N,airport,OurAirports
11786,Airport Bamberg-Breitenau,Bamberg,Germany,,EDQA,49.920403000000000,10.914233000000000,811,\N,\N,\N,airport,OurAirports
11800,Jēkabpils Air Base,Jēkabpils,Latvia,,EVKA,56.534698000000000,25.892500000000000,289,\N,\N,\N,airport,OurAirports
11801,Jūrmala Airport,Tukums,Latvia,,EVTA,56.942200000000000,23.223900000000000,220,\N,\N,\N,airport,OurAirports
11802,Kėdainiai Air Base,Kėdainiai,Lithuania,,EYKD,55.311698913574220,23.956399917602540,171,\N,\N,\N,airport,OurAirports
11805,Lusaka City Airport,Lusaka,Zambia,,FLLC,-15.413800239600000,28.330699920700000,4200,\N,\N,\N,airport,OurAirports
11809,Mariental Airport,Mariental,Namibia,,FYML,-24.605400085449220,17.925399780273438,3650,\N,\N,\N,airport,OurAirports
11810,Almaza Air Force Base,Cairo,Egypt,,HEAZ,30.091800689697266,31.360000610351562,300,\N,\N,\N,airport,OurAirports
11811,Beni Suef Air Base,Beni Suef,Egypt,,HEBS,29.208299636840820,31.016599655151367,108,\N,\N,\N,airport,OurAirports
11812,Jiyanklis Air Base,Jiyanklis,Egypt,,HEGS,30.819799423217773,30.191200256347656,49,\N,\N,\N,airport,OurAirports
11869,Gjadër Air Base,Gjadër,Albania,,LAGJ,41.895199000000000,19.598700000000000,23,\N,\N,\N,airport,OurAirports
11870,Kukës Airport,Kukës,Albania,,LAKU,42.033699035599994,20.415899276700000,1120,\N,\N,\N,airport,OurAirports
11871,Kuçovë Air Base,Kuçovë,Albania,,LAKV,40.771900177001950,19.901899337768555,135,\N,\N,\N,airport,OurAirports
11872,Vlorë Air Base,Vlorë,Albania,,LAVL,40.476100921630860,19.474199295043945,3,\N,\N,\N,airport,OurAirports
11873,Uzundzhovo Air Base,Haskovo,Bulgaria,,LBHS,41.976398468017580,25.589799880981445,160,\N,\N,\N,airport,OurAirports
11874,Gabrovnitsa Air Base,Gabrovnitsa,Bulgaria,,LBMG,43.544300079345700,23.272499084472656,626,\N,\N,\N,airport,OurAirports
11875,Graf Ignatievo Air Base,Graf Ignatievo,Bulgaria,,LBPG,42.290401458740234,24.714000701904297,190,\N,\N,\N,airport,OurAirports
11876,Dolna Mitropoliya Air Base,Dolna Mitropoliya,Bulgaria,,LBPL,43.451401000000000,24.502800000000000,330,\N,\N,\N,airport,OurAirports
11877,Balchik Air Base,Balchik,Bulgaria,,LBWB,43.423801422119140,28.181299209594727,660,\N,\N,\N,airport,OurAirports
11881,Blois-Le Breuil Airport,Blois/Le Breuil,France,,LFOQ,47.678502000000000,1.208840000000000,398,\N,\N,\N,airport,OurAirports
11883,Alessandria Airport,Alessandria,Italy,,LILA,44.925201000000000,8.625130000000000,299,\N,\N,\N,airport,OurAirports
11911,Faisal Air Base,Karachi,Pakistan,,OPSF,24.874200820922850,67.118499755859380,29,\N,\N,\N,airport,OurAirports
11971,Siversky Air Base,Siversky,Russia,,ULLS,59.356700897216800,30.036699295043945,341,\N,\N,\N,airport,OurAirports
2122,Badr Air Base,Sepah,Iran (Islamic Republic of),,OIFP,32.621101379394530,51.696998596191406,5242,3.5,E,Asia/Tehran,airport,OurAirports
57,Forestville Airport,Forestville,Canada,,CYFE,48.746101379394530,-69.097198486328120,293,-5,A,America/Toronto,airport,OurAirports
104,Pitt Meadows Airport,Pitt Meadows,Canada,,CYPK,49.216098785400390,-122.709999084472660,11,-8,A,America/Vancouver,airport,OurAirports
232,Sidi Bel Abbes Airport,Sidi Bel Abbes,Algeria,,DAOS,35.171798706100000,-0.593275010586000,1614,1,N,Africa/Algiers,airport,OurAirports
250,Wa Airport,Wa,Ghana,,DGLW,10.082699775695800,-2.507689952850342,1060,0,N,Africa/Accra,airport,OurAirports
283,Dirkou Airport,Dirkou,Niger,,DRZD,18.968700408935547,12.868700027465820,1273,1,N,Africa/Niamey,airport,OurAirports
284,Diffa Airport,Diffa,Niger,,DRZF,13.372900009155273,12.626700401306152,994,1,N,Africa/Niamey,airport,OurAirports
288,Sidi Ahmed Air Base,Bizerte,Tunisia,,DTTB,37.245399475100000,9.791449546810000,20,1,E,Africa/Tunis,airport,OurAirports
289,Remada Air Base,Remada,Tunisia,,DTTD,32.306198120117190,10.382100105285645,1004,1,E,Africa/Tunis,airport,OurAirports
292,Borj El Amri Airport,Bordj El Amri,Tunisia,,DTTI,36.721298217773440,9.943149566650390,110,1,E,Africa/Tunis,airport,OurAirports
300,Beauvechain Air Base,Beauvechain,Belgium,,EBBE,50.758598327636720,4.768330097198486,370,1,E,Europe/Brussels,airport,OurAirports
301,Kleine Brogel Air Base,Kleine Brogel,Belgium,,EBBL,51.168301000000000,5.470000000000000,200,1,E,Europe/Brussels,airport,OurAirports
303,Jehonville Air Base,Bertrix,Belgium,,EBBX,49.891700744628906,5.223889827728272,1514,1,E,Europe/Brussels,airport,OurAirports
305,Chièvres Air Base,Chievres,Belgium,,EBCV,50.575801849365234,3.831000089645386,194,1,E,Europe/Brussels,airport,OurAirports
306,Koksijde Air Base,Koksijde,Belgium,,EBFN,51.090301513671875,2.652780055999756,20,1,E,Europe/Brussels,airport,OurAirports
307,Florennes Air Base,Florennes,Belgium,,EBFS,50.243301391600000,4.645830154420000,935,1,E,Europe/Brussels,airport,OurAirports
311,Zutendaal Air Base,Zutendaal,Belgium,,EBSL,50.947498321533200,5.590559959411621,312,1,E,Europe/Brussels,airport,OurAirports
312,Limburg Regional Airport,Sint-truiden,Belgium,,EBST,50.791900634799994,5.201670169830000,246,1,E,Europe/Brussels,airport,OurAirports
313,Saint Hubert Air Base,St.-hubert,Belgium,,EBSU,50.034400939941406,5.440810203552246,1930,1,E,Europe/Brussels,airport,OurAirports
314,Ursel Air Base,Ursel,Belgium,,EBUL,51.144199371337890,3.475559949874878,95,1,E,Europe/Brussels,airport,OurAirports
315,Weelde Air Base,Weelde,Belgium,,EBWE,51.394798278808594,4.960189819335938,105,1,E,Europe/Brussels,airport,OurAirports
316,Oostmalle Air Base,Zoersel,Belgium,,EBZR,51.264702000000000,4.753330000000000,53,1,E,Europe/Brussels,airport,OurAirports
317,Bautzen Airport,Bautzen,Germany,,EDAB,51.193611145019530,14.519721984863281,568,1,E,Europe/Berlin,airport,OurAirports
319,Dessau Airport,Dessau,Germany,,EDAD,51.831693541000000,12.190961837800000,187,1,E,Europe/Berlin,airport,OurAirports
320,Eisenhüttenstadt Airport,Eisenhuettenstadt,Germany,,EDAE,52.195856000000000,14.587530000000000,144,1,E,Europe/Berlin,airport,OurAirports
322,Großenhain Airport,Suhl,Germany,,EDAK,51.308055877685550,13.555556297302246,417,1,E,Europe/Berlin,airport,OurAirports
323,Merseburg Airport,Muehlhausen,Germany,,EDAM,51.363055600000000,11.940833300000000,341,1,E,Europe/Berlin,airport,OurAirports
324,Halle-Oppin Airport,Halle,Germany,,EDAQ,51.552223000000000,12.053889000000000,348,1,E,Europe/Berlin,airport,OurAirports
325,Riesa-Göhlis Airport,Riesa,Germany,,EDAU,51.293609619100000,13.356110572800000,322,1,E,Europe/Berlin,airport,OurAirports
326,Rechlin-Lärz Airport,Rechlin-laerz,Germany,,EDAX,53.306388855000000,12.752222061200000,220,1,E,Europe/Berlin,airport,OurAirports
327,Strausberg Airport,Strausberg,Germany,,EDAY,52.580554962158200,13.916666984558105,262,1,E,Europe/Berlin,airport,OurAirports
328,Schönhagen Airport,Schoenhagen,Germany,,EDAZ,52.203609466600000,13.156389236500000,131,1,E,Europe/Berlin,airport,OurAirports
330,Jena-Schöngleina Airport,Jena,Germany,,EDBJ,50.915279388427734,11.714444160461426,1247,1,E,Europe/Berlin,airport,OurAirports
331,Kyritz Airport,Kyritz,Germany,,EDBK,52.918888092041016,12.425277709960938,131,1,E,Europe/Berlin,airport,OurAirports
332,Magdeburg \City\ Airport,Magdeburg,Germany,,EDBM,52.073612000000000,11.626389000000000,259,1,E,Europe/Berlin,airport,OurAirports
333,Rothenburg/Görlitz Airport,Rothenburg/ol,Germany,,EDBR,51.363334655761720,14.949999809265137,518,1,E,Europe/Berlin,airport,OurAirports
334,Anklam Airport,Anklam,Germany,,EDCA,53.832778930664060,13.668610572814941,16,1,E,Europe/Berlin,airport,OurAirports
335,Cottbus-Drewitz Airport,Cottbus,Germany,,EDCD,51.889442000000000,14.531944000000000,272,1,E,Europe/Berlin,airport,OurAirports
336,Kamenz Airport,Kamenz,Germany,,EDCM,51.296943664550780,14.127499580383300,495,1,E,Europe/Berlin,airport,OurAirports
357,Allendorf/Eder Airport,Allendorf,Germany,,EDFQ,51.034999847412110,8.680832862854004,1158,1,E,Europe/Berlin,airport,OurAirports
358,Worms Airport,Worms,Germany,,EDFV,49.606945000000000,8.368333000000000,295,1,E,Europe/Berlin,airport,OurAirports
359,Mainz-Finthen Airport,Mainz,Germany,,EDFZ,49.967499000000000,8.147222000000000,525,1,E,Europe/Berlin,airport,OurAirports
360,Eisenach-Kindel Airport,Eisenach,Germany,,EDGE,50.991604000000000,10.479730000000000,1112,1,E,Europe/Berlin,airport,OurAirports
361,Siegerland Airport,Siegerland,Germany,,EDGS,50.707698822021484,8.082969665527344,1966,1,E,Europe/Berlin,airport,OurAirports
365,Flugplatz Dahlemer Binz,Dahlemer Binz,Germany,,EDKV,50.405555725000000,6.528889179200000,1896,1,E,Europe/Berlin,airport,OurAirports
366,Meinerzhagen Airport,Meinerzhagen,Germany,,EDKZ,51.099998474121094,7.599999904632568,1549,1,E,Europe/Berlin,airport,OurAirports
369,Bielefeld Airport,Bielefeld,Germany,,EDLI,51.964721679700000,8.544444084170001,433,1,E,Europe/Berlin,airport,OurAirports
372,Stadtlohn-Vreden Airport,Stadtlohn,Germany,,EDLS,51.995834350585940,6.840556144714356,157,1,E,Europe/Berlin,airport,OurAirports
375,Biberach a.d. Riß Airport,Biberach,Germany,,EDMB,48.111110687255860,9.762778282165527,1903,1,E,Europe/Berlin,airport,OurAirports
376,Eggenfelden Airport,Eggenfelden,Germany,,EDME,48.396110534667970,12.723610877990723,1342,1,E,Europe/Berlin,airport,OurAirports
377,Mindelheim-Mattsies Airport,Mindelheim,Germany,,EDMN,48.106945037841800,10.524999618530273,1857,1,E,Europe/Berlin,airport,OurAirports
380,Vilshofen Airport,Vilshofen,Germany,,EDMV,48.634998321533200,13.195555686950684,991,1,E,Europe/Berlin,airport,OurAirports
381,Leutkirch-Unterzeil Airport,Leutkirch,Germany,,EDNL,47.858890533447266,10.014166831970215,2100,1,E,Europe/Berlin,airport,OurAirports
385,Aalen-Heidenheim/Elchingen Airport,Aalen-heidenheim,Germany,,EDPA,48.777778625488280,10.264721870422363,1916,1,E,Europe/Berlin,airport,OurAirports
387,Burg Feuerstein Airport,Burg Feuerstein,Germany,,EDQE,49.794166564941000,11.133610725403000,1673,1,E,Europe/Berlin,airport,OurAirports
389,Haßfurt-Schweinfurt Airport,Hassfurt,Germany,,EDQT,50.018054962158200,10.529443740844727,719,1,E,Europe/Berlin,airport,OurAirports
395,Freiburg i. Br. Airport,Freiburg,Germany,,EDTF,48.022777557400005,7.832499980930000,801,1,E,Europe/Berlin,airport,OurAirports
396,Mengen-Hohentengen Airport,Mengen,Germany,,EDTM,48.053890228271484,9.372777938842773,1818,1,E,Europe/Berlin,airport,OurAirports
397,Adolf Würth Airport,Schwaebisch Hall,Germany,,EDTY,49.118331909200000,9.783888816829998,1299,1,E,Europe/Berlin,airport,OurAirports
398,Finsterwalde/Schacksdorf Airport,Soest,Germany,,EDUS,51.607498000000000,13.743611000000000,384,1,E,Europe/Berlin,airport,OurAirports
401,Hildesheim Airport,Hildesheim,Germany,,EDVM,52.181388854980470,9.946389198303223,292,1,E,Europe/Berlin,airport,OurAirports
404,Leer-Papenburg Airport,Leer,Germany,,EDWF,53.271942138671875,7.441667079925537,3,1,E,Europe/Berlin,airport,OurAirports
409,Rendsburg-Schachtholm Airport,Rendsburg,Germany,,EDXR,54.220001220703125,9.599444389343262,23,1,E,Europe/Berlin,airport,OurAirports
411,Ämari Air Base,Armari Air Force Base,Estonia,,EEEI,59.260299682617190,24.208499908447266,65,2,E,Europe/Tallinn,airport,OurAirports
418,Eura Airport,Eura,Finland,,EFEU,61.116100311279300,22.201400756835938,259,2,E,Europe/Helsinki,airport,OurAirports
422,Hameenkyro Airport,Hameenkyro,Finland,,EFHM,61.689701080322266,23.073699951171875,449,2,E,Europe/Helsinki,airport,OurAirports
452,Rantasalmi Airport,Rantasalmi,Finland,,EFRN,62.065498352100000,28.356500625600000,292,2,E,Europe/Helsinki,airport,OurAirports
454,Rayskala Airport,Rayskala,Finland,,EFRY,60.744701385498050,24.107799530029297,407,2,E,Europe/Helsinki,airport,OurAirports
456,Selanpaa Airport,Selanpaa,Finland,,EFSE,61.062400817871094,26.798900604248047,417,2,E,Europe/Helsinki,airport,OurAirports
459,Teisko Airport,Teisko,Finland,,EFTS,61.773300000000000,24.027000000000000,515,2,E,Europe/Helsinki,airport,OurAirports
464,Ylivieska Airfield,Ylivieska-raudaskyla,Finland,,EFYL,64.054722200000000,24.725277800000000,252,2,E,Europe/Helsinki,airport,OurAirports
587,Gilze Rijen Air Base,Gilze-rijen,Netherlands,,EHGR,51.567401885986330,4.931829929351807,49,1,E,Europe/Amsterdam,airport,OurAirports
602,Casement Air Base,Casement,Ireland,,EIME,53.301700592000000,-6.451330184940001,319,0,E,Europe/Dublin,airport,OurAirports
611,Grønholt Hillerød Airport,Gronholt,Denmark,,EKGH,55.941398620605470,12.382200241088867,97,1,E,Europe/Copenhagen,airport,OurAirports
613,Læsø Airport,Laeso,Denmark,,EKLS,57.277198791503906,11.000100135803223,25,1,E,Europe/Copenhagen,airport,OurAirports
614,Lolland Falster Maribo Airport,Maribo,Denmark,,EKMB,54.699299000000000,11.440100000000000,16,1,E,Europe/Copenhagen,airport,OurAirports
616,Kruså-Padborg Airport,Krusa-padborg,Denmark,,EKPB,54.870300292968750,9.279009819030762,88,1,E,Europe/Copenhagen,airport,OurAirports
622,Skive Airport,Skive,Denmark,,EKSV,56.550201416015625,9.172980308532715,74,1,E,Europe/Copenhagen,airport,OurAirports
624,Kolding Vamdrup Airport,Kolding,Denmark,,EKVD,55.436298370400000,9.330920219420000,143,1,E,Europe/Copenhagen,airport,OurAirports
626,Vesthimmerlands Flyveplads,Vesthimmerland,Denmark,,EKVH,56.846901000000000,9.458610000000000,119,1,E,Europe/Copenhagen,airport,OurAirports
633,Bømoen Airport,Voss,Norway,,ENBM,60.638900756835940,6.501500129699707,300,1,E,Europe/Oslo,airport,OurAirports
639,Geilo Airport Dagali,Geilo,Norway,,ENDI,60.417301177978516,8.518349647521973,2618,1,E,Europe/Oslo,airport,OurAirports
648,Kjeller Airport,Kjeller,Norway,,ENKJ,59.969299316400000,11.036100387600001,354,1,E,Europe/Oslo,airport,OurAirports
667,Babice Airport,Warsaw,Poland,,EPBC,52.268501281738280,20.910999298095703,352,1,E,Europe/Warsaw,airport,OurAirports
670,Muchowiec Airport,Katowice,Poland,,EPKM,50.238098144531250,19.034200668334960,909,1,E,Europe/Warsaw,airport,OurAirports
673,Mielec Airport,Mielec,Poland,,EPML,50.322299957275390,21.462099075317383,548,1,E,Europe/Warsaw,airport,OurAirports
678,Swidwin Military Air Base,Shapaja,Poland,,EPSN,53.790599823000000,15.826299667399999,385,1,E,Europe/Warsaw,airport,OurAirports
682,Malmen Air Base,Linkoeping,Sweden,,ESCF,58.402301788330080,15.525699615478516,308,1,E,Europe/Stockholm,airport,OurAirports
683,Bråvalla Air Base,Norrkoeping,Sweden,,ESCK,58.610900878906250,16.103599548339844,90,1,E,Europe/Stockholm,airport,OurAirports
684,Uppsala Airport,Uppsala,Sweden,,ESCM,59.897300720214844,17.588600158691406,68,1,E,Europe/Stockholm,airport,OurAirports
686,Råda Air Base,Rada,Sweden,,ESFR,58.498100280761720,13.053199768066406,230,1,E,Europe/Stockholm,airport,OurAirports
689,Falköping Airport,Falkoping,Sweden,,ESGK,58.169799804687500,13.587800025939941,785,1,E,Europe/Stockholm,airport,OurAirports
694,Karlsborg Air Base,Karlsborg,Sweden,,ESIA,58.513801574707030,14.507100105285645,308,1,E,Europe/Stockholm,airport,OurAirports
695,Såtenäs Air Base,Satenas,Sweden,,ESIB,58.426399230957030,12.714400291442871,181,1,E,Europe/Stockholm,airport,OurAirports
696,Barkarby Airport,Stockholm,Sweden,,ESKB,59.414474364400000,17.882137298600000,50,1,E,Europe/Stockholm,airport,OurAirports
700,Arvika Airport,Arvika,Sweden,,ESKV,59.675899505615234,12.639399528503418,237,1,E,Europe/Stockholm,airport,OurAirports
701,Emmaboda Airfield,Emmaboda,Sweden,,ESMA,56.610802000000000,15.604800000000000,442,1,E,Europe/Stockholm,airport,OurAirports
702,Feringe Airport,Ljungby,Sweden,,ESMG,56.950298309300000,13.921699523900001,538,1,E,Europe/Stockholm,airport,OurAirports
706,Anderstorp Airport,Anderstorp,Sweden,,ESMP,57.264198303222656,13.599399566650390,507,1,E,Europe/Stockholm,airport,OurAirports
710,Hagshult Airport,Hagshult,Sweden,,ESMV,57.292198181200000,14.137200355500001,556,1,E,Europe/Stockholm,airport,OurAirports
712,Hallviken Airport,Hallviken,Sweden,,ESNA,63.738300323486330,15.458299636840820,1119,1,E,Europe/Stockholm,airport,OurAirports
713,Hedlanda Airport,Hede,Sweden,,ESNC,62.408901214599990,13.747200012199999,1460,1,E,Europe/Stockholm,airport,OurAirports
717,Jokkmokk Airport,Jokkmokk,Sweden,,ESNJ,66.496200561523440,20.147199630737305,904,1,E,Europe/Stockholm,airport,OurAirports
720,Optand Airport,Optand,Sweden,,ESNM,63.128601074218750,14.802800178527832,1236,1,E,Europe/Stockholm,airport,OurAirports
723,Piteå Airport,Pitea,Sweden,,ESNP,65.398300170898440,21.260799407958984,43,1,E,Europe/Stockholm,airport,OurAirports
725,Orsa Airport,Orsa,Sweden,,ESNR,61.189998626708984,14.712599754333496,683,1,E,Europe/Stockholm,airport,OurAirports
727,Sättna Airport,Sattna,Sweden,,ESNT,62.481400000000000,17.002899000000000,886,1,E,Europe/Stockholm,airport,OurAirports
735,Vidsel Air Base,Vidsel,Sweden,,ESPE,65.875297546386720,20.149900436401367,597,1,E,Europe/Stockholm,airport,OurAirports
736,Arboga Airport,Arboga,Sweden,,ESQO,59.386600494384766,15.924099922180176,33,1,E,Europe/Stockholm,airport,OurAirports
745,Eskilstuna Airport,Eskilstuna,Sweden,,ESSU,59.351100921630860,16.708400726318360,139,1,E,Europe/Stockholm,airport,OurAirports
748,Kalixfors Airport,Kalixfors,Sweden,,ESUK,67.764801025390620,20.257200241088867,1549,1,E,Europe/Stockholm,airport,OurAirports
754,Bückeburg Air Base,Brueckeburg,Germany,,ETHB,52.278500000000000,9.082170000000000,230,1,E,Europe/Berlin,airport,OurAirports
756,Rheine Bentlage Air Base,Rheine-brentlange,Germany,,ETHE,52.291199000000000,7.387000000000000,129,1,E,Europe/Berlin,airport,OurAirports
757,Fritzlar Airport,Fritzlar,Germany,,ETHF,51.114600000000000,9.286000000000000,1345,1,E,Europe/Berlin,airport,OurAirports
758,Laupheim Air Base,Laupheim,Germany,,ETHL,48.220299000000000,9.910020000000000,1766,1,E,Europe/Berlin,airport,OurAirports
759,Mendig Airport,Mendig,Germany,,ETHM,50.366001129200000,7.315330028530000,597,1,E,Europe/Berlin,airport,OurAirports
760,Niederstetten Army Air Base,Niederstetten,Germany,,ETHN,49.391945000000000,9.958889000000000,1339,1,E,Europe/Berlin,airport,OurAirports
761,Roth Airport,Roth,Germany,,ETHR,49.217498779296875,11.100199699401855,1268,1,E,Europe/Berlin,airport,OurAirports
762,Fassberg Air Base,Fassberg,Germany,,ETHS,52.919399000000000,10.185827000000000,245,1,E,Europe/Berlin,airport,OurAirports
763,Grafenwohr Army Air Field,Grafenwoehr,Germany,,ETIC,49.698699951171875,11.940199851989746,1363,1,E,Europe/Berlin,airport,OurAirports
