"adhesion_id","created_at","adherent_id","jardin_id","date_adhesion","montant","saison_id"
382,2024-01-31 07:11:06.707 +0100,705,2,2022-01-01,30,2
383,2024-01-31 07:11:06.707 +0100,2191,2,2022-01-01,30,2
384,2024-01-31 07:11:06.707 +0100,1817,2,2022-01-01,30,2
385,2024-01-31 07:11:06.707 +0100,1820,2,2022-01-01,30,2
386,2024-01-31 07:11:06.707 +0100,1823,2,2022-01-01,30,2
387,2024-01-31 07:11:06.707 +0100,113,2,2022-01-01,30,2
388,2024-01-31 07:11:06.707 +0100,1812,2,2022-01-01,30,2
389,2024-01-31 07:11:06.707 +0100,377,2,2022-01-01,30,2
390,2024-01-31 07:11:06.707 +0100,210,2,2022-01-01,30,2
391,2024-01-31 07:11:06.707 +0100,765,2,2022-01-01,30,2
392,2024-01-31 07:11:06.707 +0100,1835,2,2022-01-01,30,2
393,2024-01-31 07:11:06.707 +0100,1837,2,2022-01-01,30,2
394,2024-01-31 07:11:06.707 +0100,1841,2,2022-01-01,30,2
395,2024-01-31 07:11:06.707 +0100,1843,2,2022-01-01,30,2
396,2024-01-31 07:11:06.707 +0100,1815,2,2022-01-01,30,2
397,2024-01-31 07:11:06.707 +0100,305,2,2022-01-01,30,2
398,2024-01-31 07:11:06.707 +0100,262,2,2022-01-01,30,2
399,2024-01-31 07:11:06.707 +0100,1863,2,2022-01-01,30,2
400,2024-01-31 07:11:06.707 +0100,1866,2,2022-01-01,30,2
401,2024-01-31 07:11:06.707 +0100,1869,2,2022-01-01,30,2
402,2024-01-31 07:11:06.707 +0100,1100,2,2022-01-01,30,2
403,2024-01-31 07:11:06.707 +0100,1776,2,2022-01-01,30,2
404,2024-01-31 07:11:06.707 +0100,1876,2,2022-01-01,30,2
405,2024-01-31 07:11:06.707 +0100,1501,2,2022-01-01,30,2
406,2024-01-31 07:11:06.707 +0100,1883,2,2022-01-01,30,2
407,2024-01-31 07:11:06.707 +0100,295,2,2022-01-01,30,2
408,2024-01-31 07:11:06.707 +0100,1044,2,2022-01-01,30,2
409,2024-01-31 07:11:06.707 +0100,928,2,2022-01-01,30,2
410,2024-01-31 07:11:06.707 +0100,1893,2,2022-01-01,30,2
411,2024-01-31 07:11:06.707 +0100,1336,2,2022-01-01,30,2
412,2024-01-31 07:11:06.707 +0100,1900,2,2022-01-01,30,2
413,2024-01-31 07:11:06.707 +0100,1901,2,2022-01-01,30,2
414,2024-01-31 07:11:06.707 +0100,1903,2,2022-01-01,30,2
415,2024-01-31 07:11:06.707 +0100,1920,2,2022-01-01,30,2
416,2024-01-31 07:11:06.707 +0100,1918,2,2022-01-01,30,2
417,2024-01-31 07:11:06.707 +0100,575,2,2022-01-01,30,2
418,2024-01-31 07:11:06.707 +0100,1669,2,2022-01-01,30,2
419,2024-01-31 07:11:06.707 +0100,1833,2,2022-01-01,30,2
420,2024-01-31 07:11:06.707 +0100,666,2,2022-01-01,30,2
421,2024-01-31 07:11:06.707 +0100,1658,2,2022-01-01,30,2
422,2024-01-31 07:11:06.707 +0100,1732,2,2022-01-01,30,2
423,2024-01-31 07:11:06.707 +0100,1723,2,2022-01-01,30,2
424,2024-01-31 07:11:06.707 +0100,2160,2,2022-01-01,30,2
425,2024-01-31 07:11:06.707 +0100,781,2,2022-01-01,30,2
426,2024-01-31 07:11:06.707 +0100,1931,2,2022-01-01,30,2
427,2024-01-31 07:11:06.707 +0100,662,2,2022-01-01,30,2
428,2024-01-31 07:11:06.707 +0100,1933,2,2022-01-01,30,2
429,2024-01-31 07:11:06.707 +0100,1937,2,2022-01-01,30,2
430,2024-01-31 07:11:06.707 +0100,1941,2,2022-01-01,30,2
431,2024-01-31 07:11:06.707 +0100,1943,2,2022-01-01,30,2
432,2024-01-31 07:11:06.707 +0100,1946,2,2022-01-01,30,2
433,2024-01-31 07:11:06.707 +0100,1949,2,2022-01-01,30,2
434,2024-01-31 07:11:06.707 +0100,1951,2,2022-01-01,30,2
435,2024-01-31 07:11:06.707 +0100,1910,2,2022-01-01,30,2
436,2024-01-31 07:11:06.707 +0100,1964,2,2022-01-01,30,2
437,2024-01-31 07:11:06.707 +0100,1969,2,2022-01-01,30,2
438,2024-01-31 07:11:06.707 +0100,1939,2,2022-01-01,30,2
439,2024-01-31 07:11:06.707 +0100,739,2,2022-01-01,30,2
440,2024-01-31 07:11:06.707 +0100,2060,2,2022-01-01,30,2
441,2024-01-31 07:11:06.707 +0100,312,2,2022-01-01,30,2
442,2024-01-31 07:11:06.707 +0100,2113,2,2022-01-01,30,2
443,2024-01-31 07:11:06.707 +0100,1446,2,2022-01-01,30,2
444,2024-01-31 07:11:06.707 +0100,783,2,2022-01-01,30,2
445,2024-01-31 07:11:06.707 +0100,565,2,2022-01-01,30,2
446,2024-01-31 07:11:06.707 +0100,680,2,2022-01-01,30,2
447,2024-01-31 07:11:06.707 +0100,1697,2,2022-01-01,30,2
448,2024-01-31 07:11:06.707 +0100,2106,2,2022-01-01,30,2
449,2024-01-31 07:11:06.707 +0100,2103,2,2022-01-01,30,2
450,2024-01-31 07:11:06.707 +0100,2100,2,2022-01-01,30,2
451,2024-01-31 07:11:06.707 +0100,2094,2,2022-01-01,30,2
452,2024-01-31 07:11:06.707 +0100,1186,2,2022-01-01,30,2
453,2024-01-31 07:11:06.707 +0100,2092,2,2022-01-01,30,2
454,2024-01-31 07:11:06.707 +0100,2091,2,2022-01-01,30,2
455,2024-01-31 07:11:06.707 +0100,2086,2,2022-01-01,30,2
456,2024-01-31 07:11:06.707 +0100,2084,2,2022-01-01,30,2
457,2024-01-31 07:11:06.707 +0100,2081,2,2022-01-01,30,2
458,2024-01-31 07:11:06.707 +0100,2075,2,2022-01-01,30,2
459,2024-01-31 07:11:06.707 +0100,2069,2,2022-01-01,30,2
460,2024-01-31 07:11:06.707 +0100,2063,2,2022-01-01,30,2
461,2024-01-31 07:11:06.707 +0100,2058,2,2022-01-01,30,2
462,2024-01-31 07:11:06.707 +0100,2019,2,2022-01-01,30,2
463,2024-01-31 07:11:06.707 +0100,2053,2,2022-01-01,30,2
464,2024-01-31 07:11:06.707 +0100,1164,2,2022-01-01,30,2
465,2024-01-31 07:11:06.707 +0100,2049,2,2022-01-01,30,2
466,2024-01-31 07:11:06.707 +0100,2047,2,2022-01-01,30,2
467,2024-01-31 07:11:06.707 +0100,500,2,2022-01-01,30,2
468,2024-01-31 07:11:06.707 +0100,2043,2,2022-01-01,30,2
469,2024-01-31 07:11:06.707 +0100,556,2,2022-01-01,30,2
470,2024-01-31 07:11:06.707 +0100,2041,2,2022-01-01,30,2
471,2024-01-31 07:11:06.707 +0100,1927,2,2022-01-01,30,2
472,2024-01-31 07:11:06.707 +0100,2038,2,2022-01-01,30,2
473,2024-01-31 07:11:06.707 +0100,633,2,2022-01-01,30,2
474,2024-01-31 07:11:06.707 +0100,1924,2,2022-01-01,30,2
475,2024-01-31 07:11:06.707 +0100,1703,2,2022-01-01,30,2
476,2024-01-31 07:11:06.707 +0100,2029,2,2022-01-01,30,2
477,2024-01-31 07:11:06.707 +0100,2027,2,2022-01-01,30,2
478,2024-01-31 07:11:06.707 +0100,2023,2,2022-01-01,30,2
479,2024-01-31 07:11:06.707 +0100,2020,2,2022-01-01,30,2
480,2024-01-31 07:11:06.707 +0100,1000,2,2022-01-01,30,2
481,2024-01-31 07:11:06.707 +0100,1064,2,2022-01-01,30,2
482,2024-01-31 07:11:06.707 +0100,1198,2,2022-01-01,30,2
483,2024-01-31 07:11:06.707 +0100,2012,2,2022-01-01,30,2
484,2024-01-31 07:11:06.707 +0100,2010,2,2022-01-01,30,2
485,2024-01-31 07:11:06.707 +0100,2004,2,2022-01-01,30,2
486,2024-01-31 07:11:06.707 +0100,1997,2,2022-01-01,30,2
487,2024-01-31 07:11:06.707 +0100,1994,2,2022-01-01,30,2
488,2024-01-31 07:11:06.707 +0100,964,2,2022-01-01,30,2
489,2024-01-31 07:11:06.707 +0100,1986,2,2022-01-01,30,2
490,2024-01-31 07:11:06.707 +0100,1983,2,2022-01-01,30,2
491,2024-01-31 07:11:06.707 +0100,1980,2,2022-01-01,30,2
492,2024-01-31 07:11:06.707 +0100,543,2,2022-01-01,30,2
493,2024-01-31 07:11:06.707 +0100,675,2,2022-01-01,30,2
494,2024-01-31 07:11:06.707 +0100,1818,2,2022-01-01,30,2
495,2024-01-31 07:11:06.707 +0100,1975,2,2022-01-01,30,2
496,2024-01-31 07:11:06.707 +0100,1972,2,2022-01-01,30,2
497,2024-01-31 07:11:06.707 +0100,2126,2,2022-01-01,30,2
498,2024-01-31 07:11:06.707 +0100,1017,2,2022-01-01,30,2
499,2024-01-31 07:11:06.707 +0100,1226,2,2022-01-01,30,2
500,2024-01-31 07:11:06.707 +0100,2129,2,2022-01-01,30,2
501,2024-01-31 07:11:06.707 +0100,2134,2,2022-01-01,30,2
502,2024-01-31 07:11:06.707 +0100,2140,2,2022-01-01,30,2
503,2024-01-31 07:11:06.707 +0100,2137,2,2022-01-01,30,2
504,2024-01-31 07:11:06.707 +0100,2143,2,2022-01-01,30,2
505,2024-01-31 07:11:06.707 +0100,2146,2,2022-01-01,30,2
506,2024-01-31 07:11:06.707 +0100,1348,2,2022-01-01,30,2
507,2024-01-31 07:11:06.707 +0100,2155,2,2022-01-01,30,2
508,2024-01-31 07:11:06.707 +0100,2157,2,2022-01-01,30,2
509,2024-01-31 07:11:06.707 +0100,2269,2,2022-01-01,30,2
510,2024-01-31 07:11:06.707 +0100,1644,2,2022-01-01,30,2
511,2024-01-31 07:11:06.707 +0100,886,2,2022-01-01,30,2
512,2024-01-31 07:11:06.707 +0100,2163,2,2022-01-01,30,2
513,2024-01-31 07:11:06.707 +0100,2264,2,2022-01-01,30,2
514,2024-01-31 07:11:06.707 +0100,1887,2,2022-01-01,30,2
515,2024-01-31 07:11:06.707 +0100,932,2,2022-01-01,30,2
516,2024-01-31 07:11:06.707 +0100,2165,2,2022-01-01,30,2
517,2024-01-31 07:11:06.707 +0100,2168,2,2022-01-01,30,2
518,2024-01-31 07:11:06.707 +0100,2271,2,2022-01-01,30,2
519,2024-01-31 07:11:06.707 +0100,1366,2,2022-01-01,30,2
520,2024-01-31 07:11:06.707 +0100,2170,2,2022-01-01,30,2
521,2024-01-31 07:11:06.707 +0100,2178,2,2022-01-01,30,2
522,2024-01-31 07:11:06.707 +0100,1801,2,2022-01-01,30,2
523,2024-01-31 07:11:06.707 +0100,2179,2,2022-01-01,30,2
524,2024-01-31 07:11:06.707 +0100,1399,2,2022-01-01,30,2
525,2024-01-31 07:11:06.707 +0100,2193,2,2022-01-01,30,2
526,2024-01-31 07:11:06.707 +0100,848,2,2022-01-01,30,2
527,2024-01-31 07:11:06.707 +0100,1772,2,2022-01-01,30,2
528,2024-01-31 07:11:06.707 +0100,2210,2,2022-01-01,30,2
529,2024-01-31 07:11:06.707 +0100,1853,2,2022-01-01,30,2
530,2024-01-31 07:11:06.707 +0100,2167,2,2022-01-01,30,2
531,2024-01-31 07:11:06.707 +0100,628,2,2022-01-01,30,2
532,2024-01-31 07:11:06.707 +0100,846,2,2022-01-01,30,2
533,2024-01-31 07:11:06.707 +0100,925,2,2022-01-01,30,2
534,2024-01-31 07:11:06.707 +0100,1601,2,2022-01-01,30,2
535,2024-01-31 07:11:06.707 +0100,2214,2,2022-01-01,30,2
536,2024-01-31 07:11:06.707 +0100,2007,2,2022-01-01,30,2
537,2024-01-31 07:11:06.707 +0100,2222,2,2022-01-01,30,2
538,2024-01-31 07:11:06.707 +0100,1991,2,2022-01-01,30,2
539,2024-01-31 07:11:06.707 +0100,1298,2,2022-01-01,30,2
540,2024-01-31 07:11:06.707 +0100,2226,2,2022-01-01,30,2
541,2024-01-31 07:11:06.707 +0100,2204,2,2022-01-01,30,2
542,2024-01-31 07:11:06.707 +0100,1904,2,2022-01-01,30,2
543,2024-01-31 07:11:06.707 +0100,1147,2,2022-01-01,30,2
544,2024-01-31 07:11:06.707 +0100,2036,2,2022-01-01,30,2
545,2024-01-31 07:11:06.707 +0100,2230,2,2022-01-01,30,2
546,2024-01-31 07:11:06.707 +0100,1513,2,2022-01-01,30,2
547,2024-01-31 07:11:06.707 +0100,2185,2,2022-01-01,30,2
548,2024-01-31 07:11:06.707 +0100,483,2,2022-01-01,30,2
549,2024-01-31 07:11:06.707 +0100,838,2,2022-01-01,30,2
550,2024-01-31 07:11:06.707 +0100,2207,2,2022-01-01,30,2
551,2024-01-31 07:11:06.707 +0100,2238,2,2022-01-01,30,2
552,2024-01-31 07:11:06.707 +0100,1915,2,2022-01-01,30,2
553,2024-01-31 07:11:06.707 +0100,808,2,2022-01-01,30,2
554,2024-01-31 07:11:06.707 +0100,1208,2,2022-01-01,30,2
555,2024-01-31 07:11:06.707 +0100,1057,2,2022-01-01,30,2
556,2024-01-31 07:11:06.707 +0100,1204,2,2022-01-01,30,2
557,2024-01-31 07:11:06.707 +0100,880,2,2022-01-01,30,2
558,2024-01-31 07:11:06.707 +0100,232,2,2022-01-01,30,2
559,2024-01-31 07:11:06.707 +0100,900,2,2022-01-01,30,2
560,2024-01-31 07:11:06.707 +0100,1267,2,2022-01-01,30,2
561,2024-01-31 07:11:06.707 +0100,681,2,2022-01-01,30,2
562,2024-01-31 07:11:06.707 +0100,1459,2,2022-01-01,30,2
563,2024-01-31 07:11:06.707 +0100,595,2,2022-01-01,30,2
564,2024-01-31 07:11:06.707 +0100,937,2,2022-01-01,30,2
565,2024-01-31 07:11:06.707 +0100,187,2,2022-01-01,30,2
566,2024-01-31 07:11:06.707 +0100,1356,2,2022-01-01,30,2
567,2024-01-31 07:11:06.707 +0100,683,2,2022-01-01,30,2
568,2024-01-31 07:11:06.707 +0100,1171,2,2022-01-01,30,2
569,2024-01-31 07:11:06.707 +0100,771,2,2022-01-01,30,2
570,2024-01-31 07:11:06.707 +0100,1794,2,2022-01-01,30,2
571,2024-01-31 07:11:06.707 +0100,106,2,2022-01-01,30,2
572,2024-01-31 07:11:06.707 +0100,2266,2,2022-01-01,30,2
573,2024-01-31 07:11:06.707 +0100,2088,2,2022-01-01,30,2
574,2024-01-31 07:11:06.707 +0100,2073,2,2022-01-01,30,2
575,2024-01-31 07:11:06.707 +0100,280,2,2022-01-01,30,2
576,2024-01-31 07:11:06.707 +0100,2275,2,2022-01-01,30,2
577,2024-01-31 07:11:06.707 +0100,2277,2,2022-01-01,30,2
578,2024-01-31 07:11:06.707 +0100,1467,2,2022-01-01,30,2
579,2024-01-31 07:11:06.707 +0100,1144,2,2022-01-01,30,2
580,2024-01-31 07:11:06.707 +0100,1234,2,2022-01-01,30,2
581,2024-01-31 07:11:06.707 +0100,1215,2,2022-01-01,30,2
582,2024-01-31 07:11:06.707 +0100,2286,2,2022-01-01,30,2
583,2024-01-31 07:11:06.707 +0100,2288,2,2022-01-01,30,2
584,2024-01-31 07:11:06.707 +0100,1383,2,2022-01-01,30,2
585,2024-01-31 07:11:06.707 +0100,2243,2,2022-01-01,30,2
586,2024-01-31 07:11:06.707 +0100,667,2,2022-01-01,30,2
587,2024-01-31 07:11:06.707 +0100,2290,2,2022-01-01,30,2
588,2024-01-31 07:11:06.707 +0100,369,2,2022-01-01,30,2
589,2024-01-31 07:11:06.707 +0100,2298,2,2022-01-01,30,2
590,2024-01-31 07:11:06.707 +0100,1498,2,2022-01-01,30,2
591,2024-01-31 07:11:06.707 +0100,2299,2,2022-01-01,30,2
592,2024-01-31 07:11:06.707 +0100,2182,2,2022-01-01,30,2
593,2024-01-31 07:11:06.707 +0100,2310,2,2022-01-01,30,2
594,2024-01-31 07:11:06.707 +0100,2313,2,2022-01-01,30,2
595,2024-01-31 07:11:06.707 +0100,882,2,2022-01-01,30,2
596,2024-01-31 07:11:06.707 +0100,2308,2,2022-01-01,30,2
597,2024-01-31 07:11:06.707 +0100,2050,2,2022-01-01,30,2
598,2024-01-31 07:11:06.707 +0100,2235,2,2022-01-01,30,2
599,2024-01-31 07:11:06.707 +0100,670,2,2022-01-01,30,2
600,2024-01-31 07:11:06.707 +0100,2322,2,2022-01-01,30,2
601,2024-01-31 07:11:06.707 +0100,2324,2,2022-01-01,30,2
602,2024-01-31 07:11:06.707 +0100,2325,2,2022-01-01,30,2
603,2024-01-31 07:11:06.707 +0100,1260,2,2022-01-01,30,2
604,2024-01-31 07:11:06.707 +0100,2329,2,2022-01-01,30,2
605,2024-01-31 07:11:06.707 +0100,874,2,2022-01-01,30,2
606,2024-01-31 07:11:06.707 +0100,1376,2,2022-01-01,30,2
607,2024-01-31 07:11:06.707 +0100,1433,2,2022-01-01,30,2
608,2024-01-31 07:11:06.707 +0100,2014,2,2022-01-01,30,2
609,2024-01-31 07:11:06.707 +0100,2164,2,2022-01-01,30,2
610,2024-01-31 07:11:06.707 +0100,1511,2,2022-01-01,30,2
611,2024-01-31 07:11:06.707 +0100,1752,2,2022-01-01,30,2
612,2024-01-31 07:11:06.707 +0100,496,2,2022-01-01,30,2
613,2024-01-31 07:11:06.707 +0100,966,2,2022-01-01,30,2
614,2024-01-31 07:11:06.707 +0100,2348,2,2022-01-01,30,2
615,2024-01-31 07:11:06.707 +0100,2351,2,2022-01-01,30,2
616,2024-01-31 07:11:06.707 +0100,67,2,2022-01-01,30,2
617,2024-01-31 07:11:06.707 +0100,1392,2,2022-01-01,30,2
618,2024-01-31 07:11:06.707 +0100,1525,2,2022-01-01,30,2
619,2024-01-31 07:11:06.707 +0100,2001,2,2022-01-01,30,2
620,2024-01-31 07:11:06.707 +0100,1640,2,2022-01-01,30,2
621,2024-01-31 07:11:06.707 +0100,1218,2,2022-01-01,30,2
622,2024-01-31 07:11:06.707 +0100,1491,2,2022-01-01,30,2
623,2024-01-31 07:11:06.707 +0100,204,2,2022-01-01,30,2
624,2024-01-31 07:11:06.707 +0100,309,2,2022-01-01,30,2
625,2024-01-31 07:11:06.707 +0100,2188,2,2022-01-01,30,2
626,2024-01-31 07:11:06.707 +0100,2366,2,2022-01-01,30,2
627,2024-01-31 07:11:06.707 +0100,1691,2,2022-01-01,30,2
628,2024-01-31 07:11:06.707 +0100,2380,2,2022-01-01,30,2
629,2024-01-31 07:11:06.707 +0100,699,2,2022-01-01,30,2
630,2024-01-31 07:11:06.707 +0100,2383,2,2022-01-01,30,2
631,2024-01-31 07:11:06.707 +0100,2386,2,2022-01-01,30,2
632,2024-01-31 07:11:06.707 +0100,755,2,2022-01-01,30,2
633,2024-01-31 07:11:06.707 +0100,823,2,2022-01-01,30,2
634,2024-01-31 07:11:06.707 +0100,773,2,2022-01-01,30,2
635,2024-01-31 07:11:06.707 +0100,1542,2,2022-01-01,30,2
636,2024-01-31 07:11:06.707 +0100,2345,2,2022-01-01,30,2
637,2024-01-31 07:11:06.707 +0100,2388,2,2022-01-01,30,2
638,2024-01-31 07:11:06.707 +0100,1328,2,2022-01-01,30,2
639,2024-01-31 07:11:06.707 +0100,1,2,2022-01-01,30,2
640,2024-01-31 07:11:06.707 +0100,588,2,2022-01-01,30,2
641,2024-01-31 07:11:06.707 +0100,1231,2,2022-01-01,30,2
642,2024-01-31 07:11:06.707 +0100,463,2,2022-01-01,30,2
643,2024-01-31 07:11:06.707 +0100,1183,2,2022-01-01,30,2
644,2024-01-31 07:11:06.707 +0100,2111,2,2022-01-01,30,2
645,2024-01-31 07:11:06.707 +0100,460,2,2022-01-01,30,2
646,2024-01-31 07:11:06.707 +0100,695,2,2022-01-01,30,2
647,2024-01-31 07:11:06.707 +0100,1550,2,2022-01-01,30,2
648,2024-01-31 07:11:06.707 +0100,1400,2,2022-01-01,30,2
649,2024-01-31 07:11:06.707 +0100,760,2,2022-01-01,30,2
650,2024-01-31 07:11:06.707 +0100,1593,2,2022-01-01,30,2
651,2024-01-31 07:11:06.707 +0100,729,2,2022-01-01,30,2
652,2024-01-31 07:11:06.707 +0100,2201,2,2022-01-01,30,2
653,2024-01-31 07:11:06.707 +0100,2291,2,2022-01-01,30,2
654,2024-01-31 07:11:06.707 +0100,2046,2,2022-01-01,30,2
655,2024-01-31 07:11:06.707 +0100,1509,2,2022-01-01,30,2
656,2024-01-31 07:11:06.707 +0100,2227,2,2022-01-01,30,2
657,2024-01-31 07:11:06.707 +0100,2161,2,2022-01-01,30,2
658,2024-01-31 07:11:06.707 +0100,1160,2,2022-01-01,30,2
659,2024-01-31 07:11:06.707 +0100,1538,2,2022-01-01,30,2
660,2024-01-31 07:11:06.707 +0100,1403,2,2022-01-01,30,2
661,2024-01-31 07:11:06.707 +0100,398,2,2022-01-01,30,2
662,2024-01-31 07:11:06.707 +0100,1768,2,2022-01-01,30,2
663,2024-01-31 07:11:06.707 +0100,2297,2,2022-01-01,30,2
664,2024-01-31 07:11:06.707 +0100,1872,2,2022-01-01,30,2
665,2024-01-31 07:11:06.707 +0100,171,2,2022-01-01,30,2
666,2024-01-31 07:11:06.707 +0100,601,2,2022-01-01,30,2
667,2024-01-31 07:11:06.707 +0100,915,2,2022-01-01,30,2
668,2024-01-31 07:11:06.707 +0100,1643,2,2022-01-01,30,2
669,2024-01-31 07:11:06.707 +0100,910,2,2022-01-01,30,2
670,2024-01-31 07:11:06.707 +0100,1012,2,2022-01-01,30,2
671,2024-01-31 07:11:06.707 +0100,1080,2,2022-01-01,30,2
672,2024-01-31 07:11:06.707 +0100,1084,2,2022-01-01,30,2
673,2024-01-31 07:11:06.707 +0100,1087,2,2022-01-01,30,2
674,2024-01-31 07:11:06.707 +0100,1666,2,2022-01-01,30,2
675,2024-01-31 07:11:06.707 +0100,1212,2,2022-01-01,30,2
676,2024-01-31 07:11:06.707 +0100,919,2,2022-01-01,30,2
677,2024-01-31 07:11:06.707 +0100,2355,2,2022-01-01,30,2
678,2024-01-31 07:11:06.707 +0100,2105,2,2022-01-01,30,2
679,2024-01-31 07:11:06.707 +0100,2295,2,2022-01-01,30,2
680,2024-01-31 07:11:06.707 +0100,48,2,2022-01-01,30,2
681,2024-01-31 07:11:06.707 +0100,2339,2,2022-01-01,30,2
682,2024-01-31 07:11:06.707 +0100,52,2,2022-01-01,30,2
683,2024-01-31 07:11:06.707 +0100,2278,2,2022-01-01,30,2
684,2024-01-31 07:11:06.707 +0100,2304,2,2022-01-01,30,2
685,2024-01-31 07:11:06.707 +0100,2320,2,2022-01-01,30,2
686,2024-01-31 07:11:06.707 +0100,2336,2,2022-01-01,30,2
687,2024-01-31 07:11:06.707 +0100,878,2,2022-01-01,30,2
688,2024-01-31 07:11:06.707 +0100,58,2,2022-01-01,30,2
689,2024-01-31 07:11:06.707 +0100,2095,2,2022-01-01,30,2
690,2024-01-31 07:11:06.707 +0100,1840,2,2022-01-01,30,2
691,2024-01-31 07:11:06.707 +0100,1496,2,2022-01-01,30,2
692,2024-01-31 07:11:06.707 +0100,1763,2,2022-01-01,30,2
693,2024-01-31 07:11:06.707 +0100,1287,2,2022-01-01,30,2
694,2024-01-31 07:11:06.707 +0100,2083,2,2022-01-01,30,2
695,2024-01-31 07:11:06.707 +0100,2302,2,2022-01-01,30,2
696,2024-01-31 07:11:06.707 +0100,488,2,2022-01-01,30,2
697,2024-01-31 07:11:06.707 +0100,2341,2,2022-01-01,30,2
698,2024-01-31 07:11:06.707 +0100,2189,2,2022-01-01,30,2
699,2024-01-31 07:11:06.707 +0100,2109,2,2022-01-01,30,2
700,2024-01-31 07:11:06.707 +0100,2030,2,2022-01-01,30,2
701,2024-01-31 07:11:06.707 +0100,1877,2,2022-01-01,30,2
702,2024-01-31 07:11:06.707 +0100,962,2,2022-01-01,30,2
703,2024-01-31 07:11:06.707 +0100,36,2,2022-01-01,30,2
704,2024-01-31 07:11:06.707 +0100,301,2,2022-01-01,30,2
705,2024-01-31 07:11:06.707 +0100,686,2,2022-01-01,30,2
706,2024-01-31 07:11:06.707 +0100,1028,2,2022-01-01,30,2
707,2024-01-31 07:11:06.707 +0100,1574,2,2022-01-01,30,2
708,2024-01-31 07:11:06.707 +0100,2033,2,2022-01-01,30,2
709,2024-01-31 07:11:06.707 +0100,1662,2,2022-01-01,30,2
710,2024-01-31 07:11:06.707 +0100,653,2,2022-01-01,30,2
711,2024-01-31 07:11:06.707 +0100,257,2,2022-01-01,30,2
712,2024-01-31 07:11:06.707 +0100,1677,2,2022-01-01,30,2
713,2024-01-31 07:11:06.707 +0100,1847,2,2022-01-01,30,2
714,2024-01-31 07:11:06.707 +0100,2151,2,2022-01-01,30,2
715,2024-01-31 07:11:06.707 +0100,1153,2,2022-01-01,30,2
716,2024-01-31 07:11:06.707 +0100,908,2,2022-01-01,30,2
717,2024-01-31 07:11:06.707 +0100,1271,2,2022-01-01,30,2
718,2024-01-31 07:11:06.707 +0100,1389,2,2022-01-01,30,2
719,2024-01-31 07:11:06.707 +0100,2233,2,2022-01-01,30,2
720,2024-01-31 07:11:06.707 +0100,736,2,2022-01-01,30,2
721,2024-01-31 07:11:06.707 +0100,551,2,2022-01-01,30,2
722,2024-01-31 07:11:06.707 +0100,2142,2,2022-01-01,30,2
723,2024-01-31 07:11:06.707 +0100,777,2,2022-01-01,30,2
724,2024-01-31 07:11:06.707 +0100,1476,2,2022-01-01,30,2
725,2024-01-31 07:11:06.707 +0100,459,2,2022-01-01,30,2
726,2024-01-31 07:11:06.707 +0100,1104,2,2022-01-01,30,2
727,2024-01-31 07:11:06.707 +0100,568,2,2022-01-01,30,2
728,2024-01-31 07:11:06.707 +0100,927,2,2022-01-01,30,2
729,2024-01-31 07:11:06.707 +0100,968,2,2022-01-01,30,2
730,2024-01-31 07:11:06.707 +0100,1494,2,2022-01-01,30,2
731,2024-01-31 07:11:06.707 +0100,1694,2,2022-01-01,30,2
732,2024-01-31 07:11:06.707 +0100,608,2,2022-01-01,30,2
733,2024-01-31 07:11:06.707 +0100,762,2,2022-01-01,30,2
734,2024-01-31 07:11:06.707 +0100,2318,2,2022-01-01,30,2
735,2024-01-31 07:11:06.707 +0100,1954,2,2022-01-01,30,2
736,2024-01-31 07:11:06.707 +0100,642,2,2022-01-01,30,2
737,2024-01-31 07:11:06.707 +0100,2258,2,2022-01-01,30,2
738,2024-01-31 07:11:06.707 +0100,474,2,2022-01-01,30,2
739,2024-01-31 07:11:06.707 +0100,1168,2,2022-01-01,30,2
740,2024-01-31 07:11:06.707 +0100,899,2,2022-01-01,30,2
741,2024-01-31 07:11:06.707 +0100,1096,2,2022-01-01,30,2
742,2024-01-31 07:11:06.707 +0100,1851,2,2022-01-01,30,2
743,2024-01-31 07:11:06.707 +0100,2199,2,2022-01-01,30,2
744,2024-01-31 07:11:06.707 +0100,215,2,2022-01-01,30,2
745,2024-01-31 07:11:06.707 +0100,448,2,2022-01-01,30,2
746,2024-01-31 07:11:06.707 +0100,893,2,2022-01-01,30,2
747,2024-01-31 07:11:06.707 +0100,1944,2,2022-01-01,30,2
748,2024-01-31 07:11:06.707 +0100,193,2,2022-01-01,30,2
749,2024-01-31 07:11:06.707 +0100,87,2,2022-01-01,30,2
750,2024-01-31 07:11:06.707 +0100,1121,2,2022-01-01,30,2
751,2024-01-31 07:11:06.707 +0100,1860,2,2022-01-01,30,2
752,2024-01-31 07:11:06.707 +0100,1856,2,2022-01-01,30,2
753,2024-01-31 07:11:06.707 +0100,1859,2,2022-01-01,30,2
754,2024-01-31 07:11:06.707 +0100,1557,2,2022-01-01,30,2
755,2024-01-31 07:11:06.707 +0100,970,2,2022-01-01,30,2
756,2024-01-31 07:11:06.707 +0100,972,2,2022-01-01,30,2
757,2024-01-31 07:11:06.707 +0100,973,2,2022-01-01,30,2
758,2024-01-31 07:11:06.707 +0100,977,2,2022-01-01,30,2
759,2024-01-31 07:11:06.707 +0100,145,2,2022-01-01,30,2
760,2024-01-31 07:11:06.707 +0100,863,2,2022-01-01,30,2
761,2024-01-31 07:11:06.707 +0100,2122,2,2022-01-01,30,2
