order_id,customer_id,employe_id,order_date,required_date,shipped_date,ship_via,freight,ship_name,ship_address,ship_city,ship_region,ship_postal_code,ship_country
10424,MEREP,7,27.12.7375,27.08.7383,30.01.7377,2,370.609985,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada'
10425,LAMAI,6,05.04.7376,05.12.7383,04.01.7382,2,7.93000000,La maison d''Asie,1 rue Alsace-Lorraine,Toulouse,,31000,fr
10426,GALED,4,30.01.7377,30.09.7384,27.10.7379,1,18.6900010,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,Spain'
10427,PICCO,4,30.01.7377,30.09.7384,09.12.7386,2,31.2900010,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria'
10428,REGGC,7,10.05.7377,08.01.7385,10.04.7379,1,11.0900000,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy'
10429,HUNGO,3,18.08.7377,27.05.7389,04.02.7380,2,56.6300010,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland'
10430,ERNSH,4,26.11.7377,26.09.7381,31.12.7378,1,458.779999,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria'
10431,BOTTM,4,26.11.7377,26.09.7381,04.02.7380,2,44.1699980,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada'
10432,SPLIR,3,06.03.7378,04.01.7382,04.02.7380,2,4.34000000,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA'
10433,PRINI,3,31.12.7378,09.12.7386,19.03.7387,3,73.8300020,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal'
10434,FOLKO,3,31.12.7378,09.12.7386,26.09.7381,2,17.9200000,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden'
10435,CONSH,8,10.04.7379,17.01.7391,04.02.7380,2,9.21000000,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK'
10436,BLONP,3,19.07.7379,27.06.7387,10.03.7381,2,156.660004,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,fr
10437,WARTH,8,19.07.7379,27.06.7387,18.06.7381,1,19.9699990,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland'
10438,TOMSP,3,27.10.7379,05.10.7387,04.01.7382,2,8.24000000,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany'
10439,MEREP,6,04.02.7380,13.01.7388,30.11.7380,3,4.07000000,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada'
10440,SAVEA,4,30.11.7380,08.11.7388,04.11.7385,2,86.5299990,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA'
10441,OLDWO,3,30.11.7380,08.09.7392,13.12.7389,2,73.0199970,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA'
10442,ERNSH,3,10.03.7381,16.02.7389,08.02.7383,2,47.9399990,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria'
10443,REGGC,8,18.06.7381,27.05.7389,04.01.7382,1,13.9500000,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy'
10444,BERGS,3,18.06.7381,27.05.7389,05.12.7383,3,3.5,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden'
10445,BERGS,3,26.09.7381,04.09.7389,27.08.7383,1,9.30000000,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden'
10446,TOMSP,6,04.01.7382,13.12.7389,19.05.7383,1,14.6800000,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany'
10447,RICAR,4,04.01.7382,13.12.7389,13.01.7388,2,68.6600040,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil'
10448,RANCH,4,31.10.7382,09.10.7390,30.09.7384,2,38.8200000,Rancho grande,Av. del Libertador 900,Buenos Aires,,1010,Argentina'
10449,BLONP,3,08.02.7383,17.01.7391,27.07.7385,2,53.2999990,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,fr
10450,VICTE,8,19.05.7383,27.04.7391,16.02.7389,2,7.23000000,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,fr
10451,QUICK,4,19.05.7383,27.06.7387,27.05.7389,3,189.089996,QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany'
10452,SAVEA,8,27.08.7383,05.08.7391,18.04.7385,1,140.259995,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA'
10453,AROUT,1,05.12.7383,13.11.7391,18.04.7385,2,25.3600010,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK'
10454,LAMAI,4,05.12.7383,13.11.7391,08.01.7385,3,2.74000000,La maison d''Asie,1 rue Alsace-Lorraine,Toulouse,,31000,fr
10455,WARTH,8,30.09.7384,09.07.7396,09.12.7386,2,180.449997,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland'
10456,KOENE,8,08.01.7385,17.10.7396,04.11.7385,2,8.12000000,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany'
10457,KOENE,2,08.01.7385,17.12.7392,09.12.7386,1,11.5700000,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany'
10458,SUPRD,7,18.04.7385,27.03.7393,19.03.7387,3,147.059998,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium'
10459,VICTE,4,27.07.7385,05.07.7393,04.11.7385,2,25.0900000,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,fr
10460,FOLKO,8,04.11.7385,13.10.7393,09.12.7386,1,16.2700000,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden'
10461,LILAS,1,04.11.7385,13.10.7393,27.06.7387,3,148.610001,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela'
10462,CONSH,2,09.12.7386,09.08.7394,17.01.7391,1,6.17000000,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK'
10463,SUPRD,5,19.03.7387,17.11.7394,05.10.7387,3,14.7800000,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium'
10464,FURIB,4,19.03.7387,17.11.7394,13.12.7389,2,89,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal'
10465,VAFFE,1,27.06.7387,25.02.7395,13.12.7389,3,145.039993,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark'
10466,COMMI,4,05.10.7387,05.06.7395,04.09.7389,1,11.9300000,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil'
10467,MAGAA,8,05.10.7387,05.06.7395,16.02.7389,2,4.93000000,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy'
10468,KOENE,3,13.01.7388,13.09.7395,27.05.7389,3,44.1199990,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany'
10469,WHITC,1,08.11.7388,09.07.7396,13.12.7389,1,60.1800000,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA'
10470,BONAP,4,16.02.7389,17.10.7396,13.12.7389,2,64.5599980,Bon app'',"12, rue des Bouchers",Marseille,,13008,fr
10471,BSBEV,2,16.02.7389,17.10.7396,17.01.7391,3,45.5900000,B''s Beverages,Fauntleroy Circus,London,,EC2 5NT,UK'
10472,SEVES,8,27.05.7389,25.01.7397,27.04.7391,1,4.20000000,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK'
10473,ISLAT,1,04.09.7389,05.07.7393,13.11.7391,3,16.3700010,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK'
10474,PERIC,5,04.09.7389,05.05.7397,13.11.7391,2,83.4899980,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,5033,Mexico'
10475,SUPRD,9,13.12.7389,13.08.7397,13.09.7395,1,68.5199970,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium'
10476,HILAA,8,09.10.7390,09.06.7398,08.09.7392,3,4.41000000,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela'
10477,PRINI,5,09.10.7390,09.06.7398,17.12.7392,2,13.0200010,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal'
10478,VICTE,2,17.01.7391,17.11.7394,27.03.7393,3,4.81000000,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,fr
10479,RATTC,3,27.04.7391,26.12.7398,13.11.7391,3,708.950012,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA'
10480,FOLIG,6,05.08.7391,05.04.7399,08.09.7392,2,1.35000000,Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,fr
10481,RICAR,8,05.08.7391,05.04.7399,17.12.7392,2,64.3300020,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil'
10482,LAZYK,1,13.11.7391,14.07.7399,05.05.7397,3,7.48000000,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,USA'
10483,WHITC,7,08.09.7392,10.05.7400,14.06.7401,2,15.2800000,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA'
10484,BSBEV,3,08.09.7392,10.05.7400,17.11.7394,3,6.88000000,B''s Beverages,Fauntleroy Circus,London,,EC2 5NT,UK'
10485,LINOD,4,17.12.7392,17.10.7396,09.08.7394,2,64.4499970,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela'
10486,HILAA,1,27.03.7393,26.11.7400,25.02.7395,2,30.5300010,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela'
10487,QUEEN,2,27.03.7393,26.11.7400,13.10.7393,2,71.0700000,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil'
10488,FRANK,8,05.07.7393,06.03.7401,25.02.7395,2,4.93000000,Frankenversand,Berliner Platz 43,München,,80805,Germany'
10489,PICCO,6,13.10.7393,14.06.7401,25.01.7397,2,5.29000000,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria'
10490,HILAA,7,09.08.7394,10.04.7402,05.06.7395,2,210.190002,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela'
10491,FURIB,8,09.08.7394,10.04.7402,17.10.7396,3,16.9599990,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal'
10492,BOTTM,3,17.11.7394,19.07.7402,13.08.7397,1,62.8899990,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada'
10493,LAMAI,4,25.02.7395,27.10.7402,05.05.7397,3,10.6400000,La maison d''Asie,1 rue Alsace-Lorraine,Toulouse,,31000,fr
10494,COMMI,4,25.02.7395,27.10.7402,25.01.7397,2,65.9899980,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil'
10495,LAUGB,3,05.06.7395,04.02.7403,13.08.7397,3,4.6500000,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada'
10496,TRADH,7,13.09.7395,15.05.7403,09.07.7396,2,46.7700010,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,Brazil'
10497,LEHMS,7,13.09.7395,15.05.7403,09.07.7396,1,36.2099990,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany'
10498,HILAA,8,09.07.7396,10.03.7404,13.08.7397,2,29.75,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela'
10499,LILAS,4,17.10.7396,18.06.7404,26.12.7398,2,102.019997,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela'
10500,LAMAI,6,25.01.7397,26.09.7404,05.04.7399,1,42.6800000,La maison d''Asie,1 rue Alsace-Lorraine,Toulouse,,31000,fr
10501,BLAUS,9,25.01.7397,26.09.7404,26.12.7398,3,8.85000000,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany'
10502,PERIC,2,05.05.7397,04.01.7405,19.07.7402,1,69.3200000,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,5033,Mexico'
10503,HUNGO,6,13.08.7397,14.04.7405,26.12.7398,2,16.7400000,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland'
10504,WHITC,4,13.08.7397,14.04.7405,14.07.7399,3,59.1300010,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA'
10505,MEREP,3,09.06.7398,08.02.7406,10.05.7400,3,7.13000000,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada'
10506,KOENE,9,17.09.7398,19.05.7406,15.05.7403,2,21.1900010,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany'
10507,ANTON,7,17.09.7398,19.05.7406,18.08.7400,1,47.4500010,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,5023,Mexico'
10508,OTTIK,1,26.12.7398,27.08.7406,19.05.7406,2,4.99000000,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany'
10509,BLAUS,4,05.04.7399,05.12.7406,19.07.7402,1,0.150000000,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany'
10510,SAVEA,6,14.07.7399,15.03.7407,10.04.7402,3,367.630005,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA'
10511,BONAP,4,14.07.7399,15.03.7407,10.05.7400,3,350.640015,Bon app'',"12, rue des Bouchers",Marseille,,13008,fr
10512,FAMIA,7,10.05.7400,09.01.7408,06.03.7401,2,3.53000000,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil'
10513,WANDK,7,18.08.7400,17.02.7412,10.04.7402,1,105.650002,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany'
10514,ERNSH,3,18.08.7400,18.04.7408,15.03.7407,2,789.950012,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria'
10515,QUICK,2,26.11.7400,26.09.7404,12.02.7409,1,204.470001,QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany'
10516,HUNGO,2,06.03.7401,04.11.7408,04.02.7403,3,62.7799990,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland'
10517,NORTS,3,06.03.7401,04.11.7408,19.07.7402,3,32.0700000,North/South,South House 300 Queensbridge,London,,SW7 1RZ,UK'
10518,TORTU,4,14.06.7401,14.04.7405,10.03.7404,2,218.149994,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,5033,Mexico'
10519,CHOPS,6,10.04.7402,09.12.7409,04.02.7403,3,91.7600020,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland'
10520,SANTG,7,19.07.7402,19.03.7410,04.02.7403,1,13.3700000,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway'
10521,CACTU,8,19.07.7402,19.03.7410,15.05.7403,2,17.2199990,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina'
10522,LEHMS,4,27.10.7402,27.06.7410,18.06.7404,1,45.3300020,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany'
10523,SEVES,7,04.02.7403,05.10.7410,13.01.7411,2,77.6299970,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK'
10524,BERGS,1,04.02.7403,05.10.7410,26.09.7404,2,244.789993,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden'
10525,BONAP,1,15.05.7403,13.01.7411,12.02.7409,2,11.0600000,Bon app'',"12, rue des Bouchers",Marseille,,13008,fr
10526,WARTH,4,10.03.7404,09.11.7411,05.12.7406,2,58.5900000,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland'
10527,QUICK,7,10.03.7404,09.11.7411,26.09.7404,1,41.9000020,QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany'
10528,GREAL,6,18.06.7404,18.04.7408,14.04.7405,2,3.3500000,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA'
10529,MAISD,5,26.09.7404,27.05.7412,14.04.7405,2,66.6900020,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium'
10530,PICCO,3,04.01.7405,04.09.7412,08.02.7406,2,339.220001,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria'
10531,OCEAN,7,04.01.7405,04.09.7412,09.01.7408,1,8.12000000,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina'
10532,EASTC,7,14.04.7405,13.12.7412,08.02.7406,3,74.4599990,Eastern Connection,35 King George,London,,WX3 6FW,UK'
10533,FOLKO,8,08.02.7406,09.10.7413,04.11.7408,1,188.039993,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden'
10534,LEHMS,8,08.02.7406,09.10.7413,27.08.7406,2,27.9400010,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany'
10535,ANTON,4,19.05.7406,17.01.7414,27.07.7408,1,15.6400000,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,5023,Mexico'
10536,LEHMS,3,27.08.7406,27.04.7414,13.12.7412,2,58.8800010,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany'
10537,RICSU,1,27.08.7406,27.06.7410,09.01.7408,1,78.8499980,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland'
10538,BSBEV,9,05.12.7406,05.08.7414,15.03.7407,3,4.87000000,B''s Beverages,Fauntleroy Circus,London,,EC2 5NT,UK'
10539,BSBEV,6,15.03.7407,13.11.7414,12.02.7409,3,12.3600000,B''s Beverages,Fauntleroy Circus,London,,EC2 5NT,UK'
10540,QUICK,3,09.01.7408,09.09.7415,13.11.7414,3,1007.64001,QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany'
10541,HANAR,2,09.01.7408,09.09.7415,05.10.7410,1,68.6500020,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil'
10542,KOENE,1,18.04.7408,18.12.7415,09.12.7409,3,10.9500000,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany'
10543,LILAS,8,27.07.7408,27.03.7416,12.02.7409,2,48.1699980,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela'
10544,LONEP,4,27.07.7408,27.03.7416,13.01.7411,1,24.9100000,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA'
10545,LAZYK,8,04.11.7408,05.07.7416,05.06.7418,2,11.9200000,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,USA'
10546,VICTE,1,12.02.7409,13.10.7416,19.03.7410,3,194.720001,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,fr
10547,SEVES,3,12.02.7409,13.10.7416,09.11.7411,2,178.429993,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK'
10548,TOMSP,3,09.12.7409,09.08.7417,09.11.7411,2,1.43000000,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany'
10549,QUICK,5,19.03.7410,17.01.7414,13.01.7411,1,171.240005,QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany'
10550,GODOS,7,27.06.7410,25.02.7418,13.12.7412,3,4.32000000,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain'
10551,FURIB,4,27.06.7410,26.12.7421,13.12.7412,3,72.9499970,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal'
10552,HILAA,2,05.10.7410,05.06.7418,04.09.7412,1,83.2200010,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela'
10553,WARTH,2,13.01.7411,13.09.7418,17.02.7412,2,149.490005,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland'
10554,OTTIK,4,13.01.7411,13.09.7418,04.09.7412,3,120.970001,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany'
10555,SAVEA,6,09.11.7411,10.07.7419,27.05.7412,3,252.490005,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA'
10556,SIMOB,2,17.02.7412,18.08.7423,13.11.7414,1,9.80000000,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark'
10557,LEHMS,9,17.02.7412,18.12.7415,13.12.7412,2,96.7200010,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany'
10558,AROUT,1,27.05.7412,26.01.7420,17.01.7414,2,72.9700010,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK'
10559,BLONP,6,04.09.7412,05.05.7420,13.11.7414,1,8.05000000,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,fr
10560,FRANK,8,13.12.7412,13.08.7420,09.10.7413,1,36.6500020,Frankenversand,Berliner Platz 43,München,,80805,Germany'
10561,FOLKO,2,13.12.7412,13.08.7420,09.10.7413,2,242.210007,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden'
10562,REGGC,1,09.10.7413,09.06.7421,05.08.7414,1,22.9500010,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy'
10563,RICAR,2,17.01.7414,18.07.7425,17.11.7417,2,60.4300000,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil'
10564,RATTC,4,17.01.7414,17.09.7421,09.09.7415,3,13.75,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA'
10565,MEREP,8,27.04.7414,26.12.7421,27.03.7416,2,7.1500000,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada'
10566,BLONP,9,05.08.7414,05.04.7422,27.03.7416,1,88.4000020,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,fr
10567,HUNGO,1,05.08.7414,05.04.7422,18.12.7415,1,33.9700010,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland'
10568,GALED,3,13.11.7414,14.07.7422,26.12.7421,3,6.54000000,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,Spain'
10569,RATTC,5,09.09.7415,10.05.7423,14.07.7422,1,58.9799990,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA'
10570,MEREP,3,18.12.7415,18.08.7423,05.07.7416,3,188.990005,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada'
10571,ERNSH,8,18.12.7415,18.06.7427,13.08.7420,3,26.0599990,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria'
10572,BERGS,3,27.03.7416,26.11.7423,25.02.7418,2,116.43,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden'
10573,ANTON,7,05.07.7416,05.03.7424,13.10.7416,3,84.8399960,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,5023,Mexico'
10574,TRAIH,4,05.07.7416,05.03.7424,10.07.7419,2,37.5999980,Trail''s Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA'
10575,MORGK,5,13.10.7416,13.08.7420,10.07.7419,1,127.339996,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,4179,Germany'
10576,TORTU,3,09.08.7417,09.06.7421,10.07.7419,3,18.5599990,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,5033,Mexico'
10577,TRAIH,9,09.08.7417,07.02.7429,10.07.7419,2,25.4100000,Trail''s Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA'
10578,BSBEV,4,17.11.7417,18.07.7425,14.05.7426,3,29.6000000,B''s Beverages,Fauntleroy Circus,London,,EC2 5NT,UK'
10579,LETSS,1,25.02.7418,26.10.7425,13.08.7420,2,13.7299990,Let''s Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA'
10580,OTTIK,4,05.06.7418,03.02.7426,18.10.7419,3,75.8899990,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany'
10581,FAMIA,3,05.06.7418,03.02.7426,26.01.7420,1,3.01000000,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil'
10582,BLAUS,3,13.09.7418,14.05.7426,10.05.7423,2,27.7099990,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany'
10583,WARTH,2,10.07.7419,10.03.7427,13.08.7420,2,7.28000000,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland'
10584,BLONP,4,10.07.7419,10.03.7427,13.08.7420,1,59.1399990,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,fr
10585,WELLI,7,18.10.7419,18.06.7427,05.04.7422,1,13.4100000,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil'
10586,REGGC,9,26.01.7420,26.09.7427,26.12.7421,1,0.480000000,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy'
10587,QUEDE,1,26.01.7420,26.09.7427,26.12.7421,1,62.5200010,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil'
10588,QUICK,2,05.05.7420,04.01.7428,05.04.7422,3,194.669998,QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany'
10589,GREAL,8,13.08.7420,13.04.7428,10.05.7423,2,4.42000000,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA'
10590,MEREP,4,09.06.7421,07.02.7429,10.05.7423,3,44.7700010,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada'
10591,VAFFE,1,09.06.7421,09.04.7425,26.11.7423,1,55.9199980,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark'
10592,LEHMS,3,17.09.7421,18.05.7429,26.11.7423,1,32.0999980,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany'
10593,LEHMS,7,26.12.7421,26.08.7429,27.07.7431,2,174.199997,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany'
10594,OLDWO,3,26.12.7421,26.08.7429,26.11.7423,2,5.24000000,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA'
10595,ERNSH,2,05.04.7422,04.12.7429,10.05.7423,1,96.7799990,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria'
10596,WHITC,8,14.07.7422,14.03.7430,18.04.7431,1,16.3400000,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA'
10597,PICCO,7,14.07.7422,14.03.7430,13.06.7424,3,35.1199990,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria'
10598,RATTC,1,10.05.7423,08.01.7431,13.06.7424,3,44.4199980,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA'
10599,BSBEV,6,18.08.7423,16.02.7435,09.04.7425,3,29.9800000,B''s Beverages,Fauntleroy Circus,London,,EC2 5NT,UK'
10600,HUNGC,4,26.11.7423,27.07.7431,09.04.7425,1,45.1300010,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA'
