"order_id","customer_id","employe_id","order_date","required_date","shipped_date","ship_via","freight","ship_name","ship_address","ship_city","ship_region","ship_postal_code","ship_country","adresse_id","livraison_methode"
10322,PERIC,7,2023-10-04,2023-11-01,2023-10-23,3,0.4,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,"05033",Mexico',1058,1
10323,KOENE,4,2023-10-07,2023-11-04,2023-10-14,1,4.88,Königlich Essen,Maubelstr. 90,Brandenburg,,"14776",Germany',1039,2
10324,SAVEA,9,2023-10-08,2023-11-05,2023-10-10,1,214.27,Save-a-lot Markets,"187 Suffolk Ln.",Boise,ID,"83720",USA',1071,2
10325,KOENE,1,2023-10-09,2023-10-23,2023-10-14,3,64.86,Königlich Essen,Maubelstr. 90,Brandenburg,,"14776",Germany',1039,3
10326,BOLID,4,2023-10-10,2023-11-07,2023-10-14,2,77.92,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,,"28023",Spain',1008,4
10327,FOLKO,2,2023-10-11,2023-11-08,2023-10-14,1,63.36,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden',1024,4
10328,FURIB,4,2023-10-14,2023-11-11,2023-10-17,3,87.03,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,"1675",Portugal',1028,2
10329,SPLIR,4,2023-10-15,2023-11-26,2023-10-23,2,191.67,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,"82520",USA',1075,1
10330,LILAS,3,2023-10-16,2023-11-13,2023-10-28,1,12.75,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,"3508",Venezuela',1046,2
10331,BONAP,9,2023-10-16,2023-11-27,2023-10-21,1,10.19,Bon app'',"12, rue des Bouchers",Marseille,,"13008",fr,1009,1
10332,MEREP,3,2023-10-17,2023-11-28,2023-10-21,2,52.84,Mère Paillarde,"43 rue St. Laurent",Montréal,Québec,H1J 1C3,Canada',1051,1
10333,WARTH,5,2023-10-18,2023-11-15,2023-10-25,3,0.59,Wartian Herkku,Torikatu 38,Oulu,,"90110",Finland',1087,2
10334,VICTE,8,2023-10-21,2023-11-18,2023-10-28,2,8.56,Victuailles en stock,"2, rue du Commerce",Lyon,,"69004",fr,1084,2
10335,HUNGO,7,2023-10-22,2023-11-19,2023-10-24,2,42.11,Hungry Owl All-Night Grocers,"8 Johnstown Road",Cork,Co. Cork,,Ireland',1037,1
10336,PRINI,7,2023-10-23,2023-11-20,2023-10-25,2,15.51,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,"1756",Portugal',1060,1
10337,FRANK,4,2023-10-24,2023-11-21,2023-10-29,3,108.26,Frankenversand,Berliner Platz 43,München,,"80805",Germany',1025,0
10338,OLDWO,4,2023-10-25,2023-11-22,2023-10-29,3,84.21,Old World Delicatessen,"2743 Bering St.",Anchorage,AK,"99508",USA',1055,0
10339,MEREP,2,2023-10-28,2023-11-25,2023-11-04,2,15.66,Mère Paillarde,"43 rue St. Laurent",Montréal,Québec,H1J 1C3,Canada',1051,3
10340,BONAP,1,2023-10-29,2023-11-26,2023-11-08,3,166.31,Bon app'',"12, rue des Bouchers",Marseille,,"13008",fr,1009,2
10341,SIMOB,7,2023-10-29,2023-11-26,2023-11-05,3,26.78,Simons bistro,Vinbæltet 34,Kobenhavn,,"1734",Denmark',1073,3
10342,FRANK,4,2023-10-30,2023-11-13,2023-11-04,2,54.83,Frankenversand,Berliner Platz 43,München,,"80805",Germany',1025,3
10343,LEHMS,4,2023-10-31,2023-11-28,2023-11-06,1,110.37,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,"60528",Germany',1044,3
10345,QUICK,2,2023-11-04,2023-12-02,2023-11-11,2,249.06,QUICK-Stop,Taucherstraße 10,Cunewalde,,"01307",Germany',1063,2
10346,RATTC,3,2023-11-05,2023-12-17,2023-11-08,3,142.08,Rattlesnake Canyon Grocery,"2817 Milton Dr.",Albuquerque,NM,"87110",USA',1065,4
10347,FAMIA,4,2023-11-06,2023-12-04,2023-11-08,3,3.1,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,"05442-030",Brazil',1021,1
10348,WANDK,4,2023-11-07,2023-12-05,2023-11-15,2,0.78,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,"70563",Germany',1086,2
10349,SPLIR,7,2023-11-08,2023-12-06,2023-11-15,1,8.63,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,"82520",USA',1075,1
10350,LAMAI,6,2023-11-11,2023-12-09,2023-12-03,2,64.19,La maison d''Asie,"1 rue Alsace-Lorraine",Toulouse,,"31000",fr,1041,3
10351,ERNSH,1,2023-11-11,2023-12-09,2023-11-20,1,162.33,Ernst Handel,Kirchgasse 6,Graz,,"8010",Austria',1020,3
10352,FURIB,3,2023-11-12,2023-11-26,2023-11-18,3,1.3,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,"1675",Portugal',1028,4
10353,PICCO,7,2023-11-13,2023-12-11,2023-11-25,3,360.63,Piccolo und mehr,Geislweg 14,Salzburg,,"5020",Austria',1059,3
10354,PERIC,8,2023-11-14,2023-12-12,2023-11-20,3,53.8,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,"05033",Mexico',1058,3
10356,WANDK,6,2023-11-18,2023-12-16,2023-11-27,2,36.71,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,"70563",Germany',1086,0
10357,LILAS,1,2023-11-19,2023-12-17,2023-12-02,3,34.88,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,"3508",Venezuela',1046,1
10358,LAMAI,5,2023-11-20,2023-12-18,2023-11-27,1,19.64,La maison d''Asie,"1 rue Alsace-Lorraine",Toulouse,,"31000",fr,1041,4
10359,SEVES,5,2023-11-21,2023-12-19,2023-11-26,3,288.43,Seven Seas Imports,"90 Wadhurst Rd.",London,,OX15 4NB,UK',1072,2
10360,BLONP,4,2023-11-22,2023-12-20,2023-12-02,3,131.7,Blondel père et fils,"24, place Kléber",Strasbourg,,"67000",fr,1007,2
10361,QUICK,1,2023-11-22,2023-12-20,2023-12-03,2,183.17,QUICK-Stop,Taucherstraße 10,Cunewalde,,"01307",Germany',1063,1
10362,BONAP,3,2023-11-25,2023-12-23,2023-11-28,1,96.04,Bon app'',"12, rue des Bouchers",Marseille,,"13008",fr,1009,3
10363,DRACD,4,2023-11-26,2023-12-24,2023-12-04,3,30.54,Drachenblut Delikatessen,Walserweg 21,Aachen,,"52066",Germany',1017,1
10364,EASTC,1,2023-11-26,2024-01-07,2023-12-04,1,71.97,Eastern Connection,"35 King George",London,,WX3 6FW,UK',1019,3
10365,ANTON,3,2023-11-27,2023-12-25,2023-12-02,2,22.0,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,"05023",Mexico',1003,2
10366,GALED,8,2023-11-28,2024-01-09,2023-12-30,2,10.14,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,"8022",Spain',1029,1
10367,VAFFE,7,2023-11-28,2023-12-26,2023-12-02,3,13.55,Vaffeljernet,Smagsloget 45,Århus,,"8200",Denmark',1083,0
10368,ERNSH,2,2023-11-29,2023-12-27,2023-12-02,2,101.95,Ernst Handel,Kirchgasse 6,Graz,,"8010",Austria',1020,2
10369,SPLIR,8,2023-12-02,2023-12-30,2023-12-09,2,195.68,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,"82520",USA',1075,0
10371,LAMAI,1,2023-12-03,2023-12-31,2023-12-24,1,0.45,La maison d''Asie,"1 rue Alsace-Lorraine",Toulouse,,"31000",fr,1041,4
10372,QUEEN,5,2023-12-04,2024-01-01,2023-12-09,2,890.78,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,"05487-020",Brazil',1062,2
10373,HUNGO,4,2023-12-05,2024-01-02,2023-12-11,3,124.12,Hungry Owl All-Night Grocers,"8 Johnstown Road",Cork,Co. Cork,,Ireland',1037,1
10374,WOLZA,1,2023-12-05,2024-01-02,2023-12-09,3,3.94,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,"01-012",Poland',1091,1
10375,HUNGC,3,2023-12-06,2024-01-03,2023-12-09,2,20.12,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,"97827",USA',1036,1
10376,MEREP,1,2023-12-09,2024-01-06,2023-12-13,2,20.39,Mère Paillarde,"43 rue St. Laurent",Montréal,Québec,H1J 1C3,Canada',1051,1
10377,SEVES,1,2023-12-09,2024-01-06,2023-12-13,3,22.21,Seven Seas Imports,"90 Wadhurst Rd.",London,,OX15 4NB,UK',1072,1
10378,FOLKO,5,2023-12-10,2024-01-07,2023-12-19,3,5.44,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden',1024,1
10379,QUEDE,2,2023-12-11,2024-01-08,2023-12-13,1,45.03,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,"02389-673",Brazil',1061,0
10380,HUNGO,8,2023-12-12,2024-01-09,2024-01-16,3,35.03,Hungry Owl All-Night Grocers,"8 Johnstown Road",Cork,Co. Cork,,Ireland',1037,1
10381,LILAS,3,2023-12-12,2024-01-09,2023-12-13,3,7.99,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,"3508",Venezuela',1046,1
10382,ERNSH,4,2023-12-13,2024-01-10,2023-12-16,1,94.77,Ernst Handel,Kirchgasse 6,Graz,,"8010",Austria',1020,4
10384,BERGS,3,2023-12-16,2024-01-13,2023-12-20,3,168.64,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden',1005,0
10385,SPLIR,1,2023-12-17,2024-01-14,2023-12-23,2,30.96,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,"82520",USA',1075,3
10386,FAMIA,9,2023-12-18,2024-01-01,2023-12-25,3,13.99,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,"05442-030",Brazil',1021,2
10387,SANTG,1,2023-12-18,2024-01-15,2023-12-20,2,93.63,Santé Gourmet,Erling Skakkes gate 78,Stavern,,"4110",Norway',1070,2
10388,SEVES,2,2023-12-19,2024-01-16,2023-12-20,1,34.86,Seven Seas Imports,"90 Wadhurst Rd.",London,,OX15 4NB,UK',1072,3
10389,BOTTM,4,2023-12-20,2024-01-17,2023-12-24,2,47.42,Bottom-Dollar Markets,"23 Tsawassen Blvd.",Tsawassen,BC,T2F 8M4,Canada',1010,1
10390,ERNSH,6,2023-12-23,2024-01-20,2023-12-26,1,126.38,Ernst Handel,Kirchgasse 6,Graz,,"8010",Austria',1020,2
10391,DRACD,3,2023-12-23,2024-01-20,2023-12-31,3,5.45,Drachenblut Delikatessen,Walserweg 21,Aachen,,"52066",Germany',1017,1
10392,PICCO,2,2023-12-24,2024-01-21,2024-01-01,3,122.46,Piccolo und mehr,Geislweg 14,Salzburg,,"5020",Austria',1059,4
10393,SAVEA,1,2023-12-25,2024-01-22,2024-01-03,3,126.56,Save-a-lot Markets,"187 Suffolk Ln.",Boise,ID,"83720",USA',1071,1
10394,HUNGC,1,2023-12-25,2024-01-22,2024-01-03,3,30.34,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,"97827",USA',1036,3
10395,HILAA,6,2023-12-26,2024-01-23,2024-01-03,1,184.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,"5022",Venezuela',1035,3
10396,FRANK,1,2023-12-27,2024-01-10,2024-01-06,3,135.35,Frankenversand,Berliner Platz 43,München,,"80805",Germany',1025,3
10397,PRINI,5,2023-12-27,2024-01-24,2024-01-02,1,60.26,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,"1756",Portugal',1060,0
10398,SAVEA,2,2023-12-30,2024-01-27,2024-01-09,3,89.16,Save-a-lot Markets,"187 Suffolk Ln.",Boise,ID,"83720",USA',1071,0
10399,VAFFE,8,2023-12-31,2024-01-14,2024-01-08,3,27.36,Vaffeljernet,Smagsloget 45,Århus,,"8200",Denmark',1083,0
10400,EASTC,1,2024-01-01,2024-01-29,2024-01-16,3,83.93,Eastern Connection,"35 King George",London,,WX3 6FW,UK',1019,2
10401,RATTC,1,2024-01-01,2024-01-29,2024-01-10,1,12.51,Rattlesnake Canyon Grocery,"2817 Milton Dr.",Albuquerque,NM,"87110",USA',1065,4
10402,ERNSH,8,2024-01-02,2024-02-13,2024-01-10,2,67.88,Ernst Handel,Kirchgasse 6,Graz,,"8010",Austria',1020,2
10403,ERNSH,4,2024-01-03,2024-01-31,2024-01-09,3,73.79,Ernst Handel,Kirchgasse 6,Graz,,"8010",Austria',1020,3
10404,MAGAA,2,2024-01-03,2024-01-31,2024-01-08,1,155.97,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,"24100",Italy',1049,1
10405,LINOD,1,2024-01-06,2024-02-03,2024-01-22,1,34.82,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,"4980",Venezuela',1047,1
10406,QUEEN,7,2024-01-07,2024-02-18,2024-01-13,1,108.04,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,"05487-020",Brazil',1062,3
10407,OTTIK,2,2024-01-07,2024-02-04,2024-01-30,2,91.48,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,"50739",Germany',1056,1
10408,FOLIG,8,2024-01-08,2024-02-05,2024-01-14,1,11.26,Folies gourmandes,"184, chaussée de Tournai",Lille,,"59000",fr,1023,0
10409,OCEAN,3,2024-01-09,2024-02-06,2024-01-14,1,29.83,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,"1010",Argentina',1054,1
10410,BOTTM,3,2024-01-10,2024-02-07,2024-01-15,3,2.4,Bottom-Dollar Markets,"23 Tsawassen Blvd.",Tsawassen,BC,T2F 8M4,Canada',1010,1
10411,BOTTM,9,2024-01-10,2024-02-07,2024-01-21,3,23.65,Bottom-Dollar Markets,"23 Tsawassen Blvd.",Tsawassen,BC,T2F 8M4,Canada',1010,1
10412,WARTH,8,2024-01-13,2024-02-10,2024-01-15,2,3.77,Wartian Herkku,Torikatu 38,Oulu,,"90110",Finland',1087,1
10413,LAMAI,3,2024-01-14,2024-02-11,2024-01-16,2,95.66,La maison d''Asie,"1 rue Alsace-Lorraine",Toulouse,,"31000",fr,1041,3
10414,FAMIA,2,2024-01-14,2024-02-11,2024-01-17,3,21.48,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,"05442-030",Brazil',1021,3
10415,HUNGC,3,2024-01-15,2024-02-12,2024-01-24,1,0.2,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,"97827",USA',1036,1
10416,WARTH,8,2024-01-16,2024-02-13,2024-01-27,3,22.72,Wartian Herkku,Torikatu 38,Oulu,,"90110",Finland',1087,2
10417,SIMOB,4,2024-01-16,2024-02-13,2024-01-28,3,70.29,Simons bistro,Vinbæltet 34,Kobenhavn,,"1734",Denmark',1073,1
10418,QUICK,4,2024-01-17,2024-02-14,2024-01-24,1,17.55,QUICK-Stop,Taucherstraße 10,Cunewalde,,"01307",Germany',1063,2
10420,WELLI,3,2024-01-21,2024-02-18,2024-01-27,1,44.12,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,"08737-363",Brazil',1088,3
10421,QUEDE,8,2024-01-21,2024-03-04,2024-01-27,1,99.23,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,"02389-673",Brazil',1061,2
10422,FRANS,2,2024-01-22,2024-02-19,2024-01-31,1,3.02,Franchi S.p.A.,Via Monte Bianco 34,Torino,,"10100",Italy',1027,1
10423,GOURL,6,2024-01-23,2024-02-06,2024-02-24,3,24.5,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,"04876-786",Brazil',1031,1
10424,MEREP,7,2024-01-23,2024-02-20,2024-01-27,2,370.61,Mère Paillarde,"43 rue St. Laurent",Montréal,Québec,H1J 1C3,Canada',1051,1
10425,LAMAI,6,2024-01-24,2024-02-21,2024-02-14,2,7.93,La maison d''Asie,"1 rue Alsace-Lorraine",Toulouse,,"31000",fr,1041,0
10426,GALED,4,2024-01-27,2024-02-24,2024-02-06,1,18.69,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,"8022",Spain',1029,3
10427,PICCO,4,2024-01-27,2024-02-24,2024-03-03,2,31.29,Piccolo und mehr,Geislweg 14,Salzburg,,"5020",Austria',1059,0
10428,REGGC,7,2024-01-28,2024-02-25,2024-02-04,1,11.09,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,"42100",Italy',1066,1
10429,HUNGO,3,2024-01-29,2024-03-12,2024-02-07,2,56.63,Hungry Owl All-Night Grocers,"8 Johnstown Road",Cork,Co. Cork,,Ireland',1037,4
10430,ERNSH,4,2024-01-30,2024-02-13,2024-02-03,1,458.78,Ernst Handel,Kirchgasse 6,Graz,,"8010",Austria',1020,1
10431,BOTTM,4,2024-01-30,2024-02-13,2024-02-07,2,44.17,Bottom-Dollar Markets,"23 Tsawassen Blvd.",Tsawassen,BC,T2F 8M4,Canada',1010,3
10432,SPLIR,3,2024-01-31,2024-02-14,2024-02-07,2,4.34,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,"82520",USA',1075,4
10433,PRINI,3,2024-02-03,2024-03-03,2024-03-04,3,73.83,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,"1756",Portugal',1060,2
10434,FOLKO,3,2024-02-03,2024-03-03,2024-02-13,2,17.92,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden',1024,1
10435,CONSH,8,2024-02-04,2024-03-18,2024-02-07,2,9.21,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK',1016,1
10436,BLONP,3,2024-02-05,2024-03-05,2024-02-11,2,156.66,Blondel père et fils,"24, place Kléber",Strasbourg,,"67000",fr,1007,3
10437,WARTH,8,2024-02-05,2024-03-05,2024-02-12,1,19.97,Wartian Herkku,Torikatu 38,Oulu,,"90110",Finland',1087,2
10438,TOMSP,3,2024-02-06,2024-03-06,2024-02-14,2,8.24,Toms Spezialitäten,Luisenstr. 48,Münster,,"44087",Germany',1079,1
10439,MEREP,6,2024-02-07,2024-03-07,2024-02-10,3,4.07,Mère Paillarde,"43 rue St. Laurent",Montréal,Québec,H1J 1C3,Canada',1051,0
10440,SAVEA,4,2024-02-10,2024-03-10,2024-02-28,2,86.53,Save-a-lot Markets,"187 Suffolk Ln.",Boise,ID,"83720",USA',1071,4
10441,OLDWO,3,2024-02-10,2024-03-24,2024-03-14,2,73.02,Old World Delicatessen,"2743 Bering St.",Anchorage,AK,"99508",USA',1055,0
10442,ERNSH,3,2024-02-11,2024-03-11,2024-02-18,2,47.94,Ernst Handel,Kirchgasse 6,Graz,,"8010",Austria',1020,1
10443,REGGC,8,2024-02-12,2024-03-12,2024-02-14,1,13.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,"42100",Italy',1066,2
10444,BERGS,3,2024-02-12,2024-03-12,2024-02-21,3,3.5,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden',1005,1
10445,BERGS,3,2024-02-13,2024-03-13,2024-02-20,1,9.3,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden',1005,0
10446,TOMSP,6,2024-02-14,2024-03-14,2024-02-19,1,14.68,Toms Spezialitäten,Luisenstr. 48,Münster,,"44087",Germany',1079,2
10447,RICAR,4,2024-02-14,2024-03-14,2024-03-07,2,68.66,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,"02389-890",Brazil',1067,2
10448,RANCH,4,2024-02-17,2024-03-17,2024-02-24,2,38.82,Rancho grande,Av. del Libertador 900,Buenos Aires,,"1010",Argentina',1064,3
10449,BLONP,3,2024-02-18,2024-03-18,2024-02-27,2,53.3,Blondel père et fils,"24, place Kléber",Strasbourg,,"67000",fr,1007,3
10450,VICTE,8,2024-02-19,2024-03-19,2024-03-11,2,7.23,Victuailles en stock,"2, rue du Commerce",Lyon,,"69004",fr,1084,2
10451,QUICK,4,2024-02-19,2024-03-05,2024-03-12,3,189.09,QUICK-Stop,Taucherstraße 10,Cunewalde,,"01307",Germany',1063,2
10452,SAVEA,8,2024-02-20,2024-03-20,2024-02-26,1,140.26,Save-a-lot Markets,"187 Suffolk Ln.",Boise,ID,"83720",USA',1071,2
10454,LAMAI,4,2024-02-21,2024-03-21,2024-02-25,3,2.74,La maison d''Asie,"1 rue Alsace-Lorraine",Toulouse,,"31000",fr,1041,3
10455,WARTH,8,2024-02-24,2024-04-07,2024-03-03,2,180.45,Wartian Herkku,Torikatu 38,Oulu,,"90110",Finland',1087,3
10456,KOENE,8,2024-02-25,2024-04-08,2024-02-28,2,8.12,Königlich Essen,Maubelstr. 90,Brandenburg,,"14776",Germany',1039,3
10457,KOENE,2,2024-02-25,2024-03-25,2024-03-03,1,11.57,Königlich Essen,Maubelstr. 90,Brandenburg,,"14776",Germany',1039,2
10458,SUPRD,7,2024-02-26,2024-03-26,2024-03-04,3,147.06,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium',1076,2
10459,VICTE,4,2024-02-27,2024-03-27,2024-02-28,2,25.09,Victuailles en stock,"2, rue du Commerce",Lyon,,"69004",fr,1084,1
10460,FOLKO,8,2024-02-28,2024-03-28,2024-03-03,1,16.27,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden',1024,3
10461,LILAS,1,2024-02-28,2024-03-28,2024-03-05,3,148.61,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,"3508",Venezuela',1046,1
10462,CONSH,2,2024-03-03,2024-03-31,2024-03-18,1,6.17,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK',1016,3
10463,SUPRD,5,2024-03-04,2024-04-01,2024-03-06,3,14.78,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium',1076,2
10464,FURIB,4,2024-03-04,2024-04-01,2024-03-14,2,89.0,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,"1675",Portugal',1028,2
10465,VAFFE,1,2024-03-05,2024-04-02,2024-03-14,3,145.04,Vaffeljernet,Smagsloget 45,Århus,,"8200",Denmark',1083,0
10466,COMMI,4,2024-03-06,2024-04-03,2024-03-13,1,11.93,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,"05432-043",Brazil',1015,4
10467,MAGAA,8,2024-03-06,2024-04-03,2024-03-11,2,4.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,"24100",Italy',1049,4
10468,KOENE,3,2024-03-07,2024-04-04,2024-03-12,3,44.12,Königlich Essen,Maubelstr. 90,Brandenburg,,"14776",Germany',1039,3
10470,BONAP,4,2024-03-11,2024-04-08,2024-03-14,2,64.56,Bon app'',"12, rue des Bouchers",Marseille,,"13008",fr,1009,2
10471,BSBEV,2,2024-03-11,2024-04-08,2024-03-18,3,45.59,B''s Beverages,Fauntleroy Circus,London,,EC2 5NT,UK',1011,4
10472,SEVES,8,2024-03-12,2024-04-09,2024-03-19,1,4.2,Seven Seas Imports,"90 Wadhurst Rd.",London,,OX15 4NB,UK',1072,3
10473,ISLAT,1,2024-03-13,2024-03-27,2024-03-21,3,16.37,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK',1038,1
10474,PERIC,5,2024-03-13,2024-04-10,2024-03-21,2,83.49,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,"05033",Mexico',1058,2
10475,SUPRD,9,2024-03-14,2024-04-11,2024-04-04,1,68.52,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium',1076,1
10476,HILAA,8,2024-03-17,2024-04-14,2024-03-24,3,4.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,"5022",Venezuela',1035,2
10477,PRINI,5,2024-03-17,2024-04-14,2024-03-25,2,13.02,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,"1756",Portugal',1060,4
10478,VICTE,2,2024-03-18,2024-04-01,2024-03-26,3,4.81,Victuailles en stock,"2, rue du Commerce",Lyon,,"69004",fr,1084,4
10479,RATTC,3,2024-03-19,2024-04-16,2024-03-21,3,708.95,Rattlesnake Canyon Grocery,"2817 Milton Dr.",Albuquerque,NM,"87110",USA',1065,2
10480,FOLIG,6,2024-03-20,2024-04-17,2024-03-24,2,1.35,Folies gourmandes,"184, chaussée de Tournai",Lille,,"59000",fr,1023,2
10481,RICAR,8,2024-03-20,2024-04-17,2024-03-25,2,64.33,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,"02389-890",Brazil',1067,3
10482,LAZYK,1,2024-03-21,2024-04-18,2024-04-10,3,7.48,Lazy K Kountry Store,"12 Orchestra Terrace",Walla Walla,WA,"99362",USA',1043,3
10484,BSBEV,3,2024-03-24,2024-04-21,2024-04-01,3,6.88,B''s Beverages,Fauntleroy Circus,London,,EC2 5NT,UK',1011,3
10485,LINOD,4,2024-03-25,2024-04-08,2024-03-31,2,64.45,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,"4980",Venezuela',1047,2
10486,HILAA,1,2024-03-26,2024-04-23,2024-04-02,2,30.53,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,"5022",Venezuela',1035,4
10487,QUEEN,2,2024-03-26,2024-04-23,2024-03-28,2,71.07,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,"05487-020",Brazil',1062,4
10488,FRANK,8,2024-03-27,2024-04-24,2024-04-02,2,4.93,Frankenversand,Berliner Platz 43,München,,"80805",Germany',1025,2
10489,PICCO,6,2024-03-28,2024-04-25,2024-04-09,2,5.29,Piccolo und mehr,Geislweg 14,Salzburg,,"5020",Austria',1059,3
10490,HILAA,7,2024-03-31,2024-04-28,2024-04-03,2,210.19,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,"5022",Venezuela',1035,2
10491,FURIB,8,2024-03-31,2024-04-28,2024-04-08,3,16.96,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,"1675",Portugal',1028,2
10492,BOTTM,3,2024-04-01,2024-04-29,2024-04-11,1,62.89,Bottom-Dollar Markets,"23 Tsawassen Blvd.",Tsawassen,BC,T2F 8M4,Canada',1010,1
10493,LAMAI,4,2024-04-02,2024-04-30,2024-04-10,3,10.64,La maison d''Asie,"1 rue Alsace-Lorraine",Toulouse,,"31000",fr,1041,2
10494,COMMI,4,2024-04-02,2024-04-30,2024-04-09,2,65.99,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,"05432-043",Brazil',1015,3
10496,TRADH,7,2024-04-04,2024-05-02,2024-04-07,2,46.77,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,"05634-030",Brazil',1081,2
10497,LEHMS,7,2024-04-04,2024-05-02,2024-04-07,1,36.21,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,"60528",Germany',1044,1
10498,HILAA,8,2024-04-07,2024-05-05,2024-04-11,2,29.75,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,"5022",Venezuela',1035,2
10499,LILAS,4,2024-04-08,2024-05-06,2024-04-16,2,102.02,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,"3508",Venezuela',1046,1
